regulator,target
RpoS,eno
RpoS,envC
RpoS,epd
RpoS,EvgA
RpoS,evgS
RpoS,fadL
RpoS,fau
RpoS,fbaA
RpoS,fbaB
RpoS,fic
RpoS,folK
RpoS,frdA
RpoS,frdB
RpoS,frdC
RpoS,frdD
RpoS,ftsA
RpoS,ftsQ
RpoS,ftsZ
RpoS,fumC
RpoS,gabD
RpoS,gabP
RpoS,gabT
RpoS,gadA
RpoS,gadB
RpoS,gadC
RpoS,GadE
RpoS,GadE-RcsB
RpoS,gadF
RpoS,GadW
RpoS,GadX
RpoS,gadY
RpoS,galE
RpoS,galK
RpoS,galM
RpoS,galT
RpoS,gapA
RpoS,glaH
RpoS,glgA
RpoS,glgC
RpoS,glgP
RpoS,glgS
RpoS,glk
RpoS,glsA
RpoS,gltB
RpoS,gltD
RpoS,gltF
RpoS,gor
RpoS,gpmA
RpoS,gpmM
RpoS,gyrB
RpoS,hchA
RpoS,hdeA
RpoS,hdeB
RpoS,hdeD
RpoS,HdfR
RpoS,hmp
RpoS,hofM
RpoS,hofN
RpoS,hofO
RpoS,hofP
RpoS,htrE
RpoS,hyaA
RpoS,hyaB
RpoS,hyaC
RpoS,hyaD
RpoS,hyaE
RpoS,hyaF
RpoS,idlP
RpoS,IHF
RpoS,IlvY
RpoS,insC5
RpoS,insD5
RpoS,insI1
RpoS,iraD
RpoS,katE
RpoS,kbp
RpoS,ldcC
RpoS,lhgD
RpoS,lpd
RpoS,lsrA
RpoS,lsrB
RpoS,lsrC
RpoS,lsrD
RpoS,lsrF
RpoS,lsrG
RpoS,luxS
RpoS,mdtA
RpoS,mdtB
RpoS,mdtC
RpoS,mdtD
RpoS,mdtE
RpoS,mdtF
RpoS,metK
RpoS,mglA
RpoS,mglB
RpoS,mglC
RpoS,micF
RpoS,MlrA
RpoS,mnmG
RpoS,mpl
RpoS,msyB
RpoS,mtn
RpoS,murP
RpoS,murQ
RpoS,MurR
RpoS,mutS
RpoS,narU
RpoS,nhaA
RpoS,NhaR
RpoS,ompF
RpoS,ompN
RpoS,osmB
RpoS,osmC
RpoS,osmE
RpoS,osmF
RpoS,osmY
RpoS,otsA
RpoS,otsB
RpoS,OxyR
RpoS,pabA
RpoS,patA
RpoS,patD
RpoS,pcnB
RpoS,pdeC
RpoS,pdeR
RpoS,PdhR
RpoS,pfkA
RpoS,pfkB
RpoS,pgi
RpoS,pgk
RpoS,phoU
RpoS,phr
RpoS,poxB
RpoS,pphA
RpoS,ppk
RpoS,ppx
RpoS,pqiA
RpoS,pqiB
RpoS,pqiC
RpoS,proP
RpoS,proV
RpoS,proW
RpoS,proX
RpoS,pstA
RpoS,pstB
RpoS,pstC
RpoS,pstS
RpoS,puuA
RpoS,puuB
RpoS,puuC
RpoS,puuD
RpoS,puuE
RpoS,puuP
RpoS,PuuR
RpoS,pykA
RpoS,pykF
RpoS,ravA
RpoS,recF
RpoS,RhaR
RpoS,RhaS
RpoS,RpoE
RpoS,RpoH
RpoS,rraA
RpoS,rsd
RpoS,rseA
RpoS,rseB
RpoS,rseC
RpoS,rseD
RpoS,rsmG
RpoS,rssA
RpoS,rssB
RpoS,ryjA
RpoS,sdhX
RpoS,sdsN
RpoS,sdsR
RpoS,setA
RpoS,sgrS
RpoS,sgrT
RpoS,sodC
RpoS,sohB
RpoS,speB
RpoS,speC
RpoS,speG
RpoS,sra
RpoS,ssrS
RpoS,sucA
RpoS,sucB
RpoS,sucC
RpoS,sucD
RpoS,talA
RpoS,tam
RpoS,tktB
RpoS,tolC
RpoS,topA
RpoS,tpiA
RpoS,treA
RpoS,treF
RpoS,uspB
RpoS,viaA
RpoS,wrbA
RpoS,xapA
RpoS,xapB
RpoS,xthA
RpoS,yabI
RpoS,yadS
RpoS,yadV
RpoS,yafN
RpoS,yafO
RpoS,yafP
RpoS,ybaT
RpoS,ybgA
RpoS,ybiI
RpoS,ybjP
RpoS,yccJ
RpoS,ycgZ
RpoS,yciE
RpoS,yciF
RpoS,yciG
RpoS,YciT
RpoS,yciZ
RpoS,ydbD
RpoS,ydbK
RpoS,ydcS
RpoS,ydcT
RpoS,ydcU
RpoS,ydcV
RpoS,yddG
RpoS,ydhT
RpoS,ydhU
RpoS,ydhV
RpoS,ydhW
RpoS,ydhX
RpoS,ydhY
RpoS,yehW
RpoS,yehX
RpoS,yehY
RpoS,YeiL
RpoS,yffO
RpoS,yffP
RpoS,yggE
RpoS,ygiB
RpoS,ygiC
RpoS,yhfG
RpoS,yhiD
RpoS,yhiM
RpoS,yhjG
RpoS,yiaG
RpoS,yibQ
RpoS,yihG
RpoS,yjcH
RpoS,ymgA
RpoS,ymgC
RpoS,ymiC
RpoS,ymjE
RpoS,ynfB
RpoS,ynfE
RpoS,ynfF
RpoS,ynfG
RpoS,ynfH
RpoS,yqiH
RpoS,yqiI
RpoS,ytfK
RpoS,znuA
RpoN,acrD
RpoN,actP
RpoN,amtB
RpoN,argT
RpoN,aslB
RpoN,astA
RpoN,astB
RpoN,astC
RpoN,astD
RpoN,astE
RpoN,atoA
RpoN,atoB
RpoN,atoD
RpoN,atoE
RpoN,chaC
RpoN,dcuD
RpoN,ddpA
RpoN,ddpB
RpoN,ddpC
RpoN,ddpD
RpoN,ddpF
RpoN,ddpX
RpoN,emrD
RpoN,fdhF
RpoN,FhlA
RpoN,FlhDC
RpoN,focB
RpoN,glmY
RpoN,glnA
RpoN,NtrC
RpoN,glnH
RpoN,glnK
RpoN,glnL
RpoN,glnP
RpoN,glnQ
RpoN,glpQ
RpoN,gltI
RpoN,gltJ
RpoN,gltK
RpoN,gltL
RpoN,gnsA
RpoN,hisJ
RpoN,hisM
RpoN,hisP
RpoN,hisQ
RpoN,htpG
RpoN,hycA
RpoN,hycB
RpoN,hycC
RpoN,hycD
RpoN,hycE
RpoN,hycF
RpoN,hycG
RpoN,hycH
RpoN,hycI
RpoN,hydN
RpoN,hyfA
RpoN,hyfB
RpoN,hyfC
RpoN,hyfD
RpoN,hyfE
RpoN,hyfF
RpoN,hyfG
RpoN,hyfH
RpoN,hyfI
RpoN,hyfJ
RpoN,HyfR
RpoN,hypA
RpoN,hypB
RpoN,hypC
RpoN,hypD
RpoN,hypE
RpoN,hypF
RpoN,ibpB
RpoN,Nac
RpoN,nikA
RpoN,nikB
RpoN,nikC
RpoN,nikD
RpoN,nikE
RpoN,NikR
RpoN,norV
RpoN,norW
RpoN,patA
RpoN,potF
RpoN,potG
RpoN,potH
RpoN,potI
RpoN,prpB
RpoN,prpC
RpoN,prpD
RpoN,prpE
RpoN,pspA
RpoN,pspB
RpoN,pspC
RpoN,pspD
RpoN,pspE
RpoN,pspG
RpoN,pspH
RpoN,puuP
RpoN,radD
RpoN,rcdB
RpoN,relA
RpoN,rhaD
RpoN,RpoE
RpoN,RpoH
RpoN,rseA
RpoN,rseB
RpoN,rseC
RpoN,rseD
RpoN,rtcA
RpoN,rtcB
RpoN,RtcR
RpoN,rutA
RpoN,rutB
RpoN,rutC
RpoN,rutD
RpoN,rutE
RpoN,rutF
RpoN,rutG
RpoN,sroC
RpoN,ssnA
RpoN,xapB
RpoN,xdhA
RpoN,xdhB
RpoN,xdhC
RpoN,yaaU
RpoN,yahE
RpoN,yeaG
RpoN,yeaH
RpoN,ygfK
RpoN,yhdX
RpoN,yhdY
RpoN,yhdZ
RpoN,ymjE
RpoN,zraP
RpoN,ZraR
RpoN,zraS
RpoD,3'ETS-leuZ
RpoD,accA
RpoD,AccB
RpoD,accC
RpoD,accD
RpoD,aceA
RpoD,aceB
RpoD,aceE
RpoD,aceF
RpoD,aceK
RpoD,acnA
RpoD,acnB
RpoD,acpP
RpoD,acpS
RpoD,acrA
RpoD,acrB
RpoD,acrD
RpoD,acrE
RpoD,acrF
RpoD,AcrR
RpoD,acrZ
RpoD,acs
RpoD,actP
RpoD,Ada
RpoD,add
RpoD,adeD
RpoD,adhE
RpoD,adiA
RpoD,agaB
RpoD,agaC
RpoD,agaD
RpoD,agaI
RpoD,AgaR
RpoD,agaS
RpoD,agaV
RpoD,ahpC
RpoD,ahpF
RpoD,AidB
RpoD,alaC
RpoD,alaE
RpoD,alaT
RpoD,alaU
RpoD,alaV
RpoD,alaW
RpoD,alaX
RpoD,aldA
RpoD,alkA
RpoD,alkB
RpoD,allB
RpoD,allC
RpoD,allD
RpoD,allE
RpoD,alsA
RpoD,alsB
RpoD,alsC
RpoD,alsE
RpoD,AlsR
RpoD,amiA
RpoD,amiB
RpoD,ampC
RpoD,ampG
RpoD,amyA
RpoD,ansB
RpoD,appA
RpoD,appB
RpoD,appC
RpoD,appX
RpoD,AppY
RpoD,apt
RpoD,araA
RpoD,araB
RpoD,AraC
RpoD,araD
RpoD,araE
RpoD,araF
RpoD,araG
RpoD,araH
RpoD,araJ
RpoD,ArcA
RpoD,arfA
RpoD,argA
RpoD,argB
RpoD,argC
RpoD,argD
RpoD,argE
RpoD,argF
RpoD,argG
RpoD,argH
RpoD,argI
RpoD,argO
RpoD,argQ
RpoD,ArgR
RpoD,argS
RpoD,argU
RpoD,argV
RpoD,argW
RpoD,argX
RpoD,argY
RpoD,argZ
RpoD,ariR
RpoD,aroA
RpoD,aroB
RpoD,aroD
RpoD,aroF
RpoD,aroG
RpoD,aroH
RpoD,aroK
RpoD,aroL
RpoD,aroM
RpoD,aroP
RpoD,arrS
RpoD,arsB
RpoD,arsC
RpoD,ArsR
RpoD,artI
RpoD,artJ
RpoD,artM
RpoD,artP
RpoD,artQ
RpoD,ascB
RpoD,ascF
RpoD,asnA
RpoD,AsnC
RpoD,asnT
RpoD,asnU
RpoD,asnV
RpoD,aspA
RpoD,aspV
RpoD,asr
RpoD,astA
RpoD,astB
RpoD,astC
RpoD,astD
RpoD,astE
RpoD,atpA
RpoD,atpB
RpoD,atpC
RpoD,atpD
RpoD,atpE
RpoD,atpF
RpoD,atpG
RpoD,atpH
RpoD,atpI
RpoD,azoR
RpoD,azuC
RpoD,bamC
RpoD,bcp
RpoD,bcsB
RpoD,bcsE
RpoD,bcsF
RpoD,bcsG
RpoD,bcsZ
RpoD,bdcA
RpoD,betA
RpoD,betB
RpoD,BetI
RpoD,betT
RpoD,RcsB-BglJ
RpoD,bglX
RpoD,bhsA
RpoD,bidA
RpoD,bioA
RpoD,bioB
RpoD,bioC
RpoD,bioD
RpoD,bioF
RpoD,bluF
RpoD,BluR
RpoD,BolA
RpoD,bssS
RpoD,btuB
RpoD,btuD
RpoD,btuE
RpoD,btuF
RpoD,cadA
RpoD,cadB
RpoD,CadC
RpoD,caiA
RpoD,caiB
RpoD,caiC
RpoD,caiD
RpoD,caiE
RpoD,CaiF
RpoD,caiT
RpoD,can
RpoD,carA
RpoD,carB
RpoD,cas1
RpoD,cas2
RpoD,cas3
RpoD,casA
RpoD,casB
RpoD,casC
RpoD,casD
RpoD,casE
RpoD,Cbl
RpoD,cbpA
RpoD,cbpM
RpoD,ccmA
RpoD,ccmB
RpoD,ccmC
RpoD,ccmD
RpoD,ccmE
RpoD,ccmF
RpoD,ccmG
RpoD,ccmH
RpoD,ccp
RpoD,cdd
RpoD,CecR
RpoD,cedA
RpoD,cfa
RpoD,chiA
RpoD,chiX
RpoD,cho
RpoD,chpB
RpoD,chpS
RpoD,cirA
RpoD,clpA
RpoD,clpB
RpoD,clpP
RpoD,clpX
RpoD,cmk
RpoD,cmoM
RpoD,coaD
RpoD,cobS
RpoD,cobT
RpoD,cobU
RpoD,codA
RpoD,codB
RpoD,copA
RpoD,corA
RpoD,cpdB
RpoD,cpxA
RpoD,cpxP
RpoD,cpxQ
RpoD,CpxR
RpoD,creA
RpoD,CreB
RpoD,creC
RpoD,creD
RpoD,Crp
RpoD,CRP-Sxy
RpoD,crr
RpoD,csgA
RpoD,csgB
RpoD,csgC
RpoD,CsgD
RpoD,csgE
RpoD,csgF
RpoD,csgG
RpoD,csiE
RpoD,CspA
RpoD,cspB
RpoD,cspC
RpoD,cspD
RpoD,cspE
RpoD,CsqR
RpoD,csrA
RpoD,csrB
RpoD,cstA
RpoD,cusA
RpoD,cusB
RpoD,cusC
RpoD,cusF
RpoD,CusR
RpoD,cusS
RpoD,cutA
RpoD,cvpA
RpoD,cyaA
RpoD,cyaR
RpoD,cydA
RpoD,cydB
RpoD,cydC
RpoD,cydD
RpoD,CynR
RpoD,cynS
RpoD,cynT
RpoD,cynX
RpoD,cyoA
RpoD,cyoB
RpoD,cyoC
RpoD,cyoD
RpoD,cyoE
RpoD,cysA
RpoD,CysB
RpoD,cysC
RpoD,cysD
RpoD,cysG
RpoD,cysH
RpoD,cysI
RpoD,cysJ
RpoD,cysK
RpoD,cysM
RpoD,cysN
RpoD,cysP
RpoD,cysT
RpoD,cysU
RpoD,cysW
RpoD,CytR
RpoD,dacC
RpoD,dadA
RpoD,dadX
RpoD,dam
RpoD,damX
RpoD,dapA
RpoD,dapB
RpoD,dapD
RpoD,dapE
RpoD,dapF
RpoD,dctA
RpoD,dctR
RpoD,dcuA
RpoD,dcuB
RpoD,dcuD
RpoD,DcuR
RpoD,dcuS
RpoD,ddlB
RpoD,deaD
RpoD,DecR
RpoD,def
RpoD,degQ
RpoD,degS
RpoD,deoA
RpoD,deoB
RpoD,deoC
RpoD,deoD
RpoD,dgcN
RpoD,dgcT
RpoD,dgcZ
RpoD,dgoA
RpoD,dgoD
RpoD,dgoK
RpoD,DgoR
RpoD,dgoT
RpoD,dicB
RpoD,dicC
RpoD,dinB
RpoD,dinF
RpoD,dinG
RpoD,dinI
RpoD,DinJ-YafQ
RpoD,dinQ
RpoD,dkgA
RpoD,DksA
RpoD,dmsA
RpoD,dmsB
RpoD,dmsC
RpoD,dmsD
RpoD,DnaA
RpoD,dnaG
RpoD,dnaN
RpoD,dppA
RpoD,dppB
RpoD,dppC
RpoD,dppD
RpoD,dppF
RpoD,dps
RpoD,dsbA
RpoD,dsbC
RpoD,dsdA
RpoD,DsdC
RpoD,dsdX
RpoD,dsrA
RpoD,dtpA
RpoD,dusB
RpoD,dut
RpoD,dxs
RpoD,ebgA
RpoD,ebgC
RpoD,ecpA
RpoD,eda
RpoD,edd
RpoD,efp
RpoD,emrA
RpoD,emrB
RpoD,eno
RpoD,entA
RpoD,entB
RpoD,entC
RpoD,entD
RpoD,entE
RpoD,entF
RpoD,entH
RpoD,entS
RpoD,envZ
RpoD,epd
RpoD,eptB
RpoD,era
RpoD,esrE
RpoD,EvgA
RpoD,evgS
RpoD,exbB
RpoD,exbD
RpoD,ExuR
RpoD,fabA
RpoD,fabB
RpoD,fabD
RpoD,fabF
RpoD,fabG
RpoD,fabH
RpoD,fadA
RpoD,fadB
RpoD,fadD
RpoD,fadI
RpoD,fadJ
RpoD,FadR
RpoD,fau
RpoD,fbaA
RpoD,fdnG
RpoD,fdnH
RpoD,fdnI
RpoD,fdx
RpoD,feaB
RpoD,FeaR
RpoD,FecI
RpoD,fecR
RpoD,feoA
RpoD,feoB
RpoD,feoC
RpoD,fepA
RpoD,fepB
RpoD,fepC
RpoD,fepD
RpoD,fepE
RpoD,fepG
RpoD,fes
RpoD,fhuA
RpoD,fhuB
RpoD,fhuC
RpoD,fhuD
RpoD,fhuF
RpoD,fimA
RpoD,fimB
RpoD,fimC
RpoD,fimD
RpoD,fimE
RpoD,fimF
RpoD,fimG
RpoD,fimH
RpoD,fimI
RpoD,Fis
RpoD,fiu
RpoD,fixA
RpoD,fixB
RpoD,fixC
RpoD,fixX
RpoD,fkpB
RpoD,fldB
RpoD,flgA
RpoD,flgB
RpoD,flgC
RpoD,flgD
RpoD,flgE
RpoD,flgF
RpoD,flgG
RpoD,flgH
RpoD,flgI
RpoD,flgJ
RpoD,flgM
RpoD,flgN
RpoD,flhA
RpoD,flhB
RpoD,FlhDC
RpoD,flhE
RpoD,FliA
RpoD,fliD
RpoD,fliE
RpoD,fliF
RpoD,fliG
RpoD,fliH
RpoD,fliI
RpoD,fliJ
RpoD,fliK
RpoD,fliL
RpoD,fliM
RpoD,fliN
RpoD,fliO
RpoD,fliP
RpoD,fliQ
RpoD,fliR
RpoD,fliS
RpoD,fliT
RpoD,FliZ
RpoD,flu
RpoD,fmt
RpoD,Fnr
RpoD,fnrS
RpoD,focA
RpoD,folA
RpoD,folE
RpoD,folK
RpoD,fpr
RpoD,frc
RpoD,frdA
RpoD,frdB
RpoD,frdC
RpoD,frdD
RpoD,frlA
RpoD,frlB
RpoD,frlC
RpoD,frlD
RpoD,FrlR
RpoD,frr
RpoD,frsA
RpoD,fruA
RpoD,fruB
RpoD,fruK
RpoD,ftnA
RpoD,ftnB
RpoD,ftsA
RpoD,ftsH
RpoD,ftsI
RpoD,ftsK
RpoD,ftsL
RpoD,ftsQ
RpoD,ftsW
RpoD,ftsZ
RpoD,fucA
RpoD,fucI
RpoD,fucK
RpoD,fucO
RpoD,fucP
RpoD,FucR
RpoD,fucU
RpoD,fumA
RpoD,fumB
RpoD,fumC
RpoD,Fur
RpoD,gabD
RpoD,gabP
RpoD,gabT
RpoD,gadA
RpoD,gadB
RpoD,gadC
RpoD,GadE
RpoD,GadE-RcsB
RpoD,gadF
RpoD,GadX
RpoD,galE
RpoD,galK
RpoD,galM
RpoD,galP
RpoD,GalR
RpoD,GalS
RpoD,galT
RpoD,gapA
RpoD,garK
RpoD,garL
RpoD,garP
RpoD,garR
RpoD,gatA
RpoD,gatB
RpoD,gatD
RpoD,gatY
RpoD,gatZ
RpoD,gcd
RpoD,gcl
RpoD,GcvA
RpoD,gcvB
RpoD,gcvH
RpoD,gcvP
RpoD,gcvR
RpoD,gcvT
RpoD,gdhA
RpoD,gfcA
RpoD,glcA
RpoD,glcB
RpoD,GlcC
RpoD,glcD
RpoD,glcE
RpoD,glcF
RpoD,glcG
RpoD,glgA
RpoD,glgB
RpoD,glgC
RpoD,glgP
RpoD,glgX
RpoD,glk
RpoD,glmS
RpoD,glmU
RpoD,glmY
RpoD,glmZ
RpoD,glnA
RpoD,glnB
RpoD,NtrC
RpoD,glnL
RpoD,glnQ
RpoD,glnS
RpoD,glnU
RpoD,glnV
RpoD,glnW
RpoD,glnX
RpoD,gloA
RpoD,glpA
RpoD,glpB
RpoD,glpC
RpoD,glpD
RpoD,glpF
RpoD,glpK
RpoD,glpQ
RpoD,glpT
RpoD,glpX
RpoD,glrK
RpoD,gltA
RpoD,gltB
RpoD,gltD
RpoD,gltF
RpoD,gltI
RpoD,gltJ
RpoD,gltK
RpoD,gltL
RpoD,gltT
RpoD,gltU
RpoD,gltV
RpoD,gltW
RpoD,gltX
RpoD,gluQ
RpoD,glxK
RpoD,glxR
RpoD,glyA
RpoD,glyQ
RpoD,glyS
RpoD,glyT
RpoD,glyU
RpoD,glyV
RpoD,glyW
RpoD,glyX
RpoD,glyY
RpoD,gmk
RpoD,gnd
RpoD,gnsA
RpoD,gntK
RpoD,gntP
RpoD,GntR
RpoD,gntT
RpoD,gntU
RpoD,gor
RpoD,gph
RpoD,gpmA
RpoD,gpsA
RpoD,gpt
RpoD,grcA
RpoD,greA
RpoD,groL
RpoD,groS
RpoD,grxB
RpoD,grxC
RpoD,grxD
RpoD,gsk
RpoD,gspA
RpoD,gspB
RpoD,gspC
RpoD,gspD
RpoD,gspE
RpoD,gspF
RpoD,gspG
RpoD,gspH
RpoD,gspI
RpoD,gspJ
RpoD,gspK
RpoD,gspL
RpoD,gspM
RpoD,gspO
RpoD,guaA
RpoD,guaB
RpoD,GutM
RpoD,gutQ
RpoD,gyrA
RpoD,gyrB
RpoD,hchA
RpoD,hdeA
RpoD,hdeB
RpoD,hdeD
RpoD,hemA
RpoD,hemB
RpoD,hemF
RpoD,hemH
RpoD,hemN
RpoD,hflC
RpoD,hflD
RpoD,hflK
RpoD,hflX
RpoD,hfq
RpoD,hha
RpoD,hicA
RpoD,HicB
RpoD,HigA
RpoD,HigBA
RpoD,HipAB
RpoD,HipB
RpoD,hisA
RpoD,hisB
RpoD,hisF
RpoD,hisH
RpoD,hisI
RpoD,hisJ
RpoD,hisM
RpoD,hisP
RpoD,hisQ
RpoD,hisR
RpoD,hisS
RpoD,hiuH
RpoD,H-NS
RpoD,hofB
RpoD,hofC
RpoD,hokD
RpoD,hpf
RpoD,hpt
RpoD,hscA
RpoD,hscB
RpoD,hslJ
RpoD,htrE
RpoD,HU
RpoD,hyaA
RpoD,hyaB
RpoD,hyaC
RpoD,hyaD
RpoD,hyaE
RpoD,hyaF
RpoD,hybA
RpoD,hybB
RpoD,hybC
RpoD,hybD
RpoD,hybE
RpoD,hybF
RpoD,hybG
RpoD,hybO
RpoD,hyi
RpoD,hypF
RpoD,ibsC
RpoD,ibsD
RpoD,icd
RpoD,idlP
RpoD,idnK
RpoD,IdnR
RpoD,IHF
RpoD,ileS
RpoD,ileT
RpoD,ileU
RpoD,ileV
RpoD,ileX
RpoD,ilvA
RpoD,ilvB
RpoD,ilvC
RpoD,ilvD
RpoD,ilvE
RpoD,ilvH
RpoD,ilvI
RpoD,ilvL
RpoD,ilvM
RpoD,ilvN
RpoD,ilvX
RpoD,IlvY
RpoD,inaA
RpoD,infA
RpoD,infB
RpoD,infC
RpoD,intS
RpoD,iraD
RpoD,iraM
RpoD,iraP
RpoD,iscA
RpoD,IscR
RpoD,iscS
RpoD,iscU
RpoD,iscX
RpoD,ispA
RpoD,ispH
RpoD,isrC
RpoD,istR
RpoD,ivbL
RpoD,katG
RpoD,kbaY
RpoD,kbaZ
RpoD,kbl
RpoD,kdpA
RpoD,kdpB
RpoD,kdpC
RpoD,kdpF
RpoD,kdsA
RpoD,kdsB
RpoD,kdsC
RpoD,kdsD
RpoD,lacA
RpoD,LacI
RpoD,lacY
RpoD,lacZ
RpoD,lamB
RpoD,lapA
RpoD,lapB
RpoD,ldtC
RpoD,leuA
RpoD,leuB
RpoD,leuC
RpoD,leuD
RpoD,leuL
RpoD,LeuO
RpoD,leuP
RpoD,leuQ
RpoD,leuT
RpoD,leuU
RpoD,leuV
RpoD,leuW
RpoD,leuX
RpoD,leuZ
RpoD,LexA
RpoD,lgt
RpoD,lipB
RpoD,livF
RpoD,livG
RpoD,livH
RpoD,livJ
RpoD,livK
RpoD,livM
RpoD,lldD
RpoD,lldP
RpoD,LldR
RpoD,loiP
RpoD,lolA
RpoD,lon
RpoD,lpd
RpoD,lptA
RpoD,lptB
RpoD,lptC
RpoD,lptD
RpoD,lpxC
RpoD,lpxT
RpoD,Lrp
RpoD,lspA
RpoD,lsrK
RpoD,LsrR
RpoD,lysA
RpoD,lysC
RpoD,lysO
RpoD,lysP
RpoD,LysR
RpoD,lysT
RpoD,lysU
RpoD,lysV
RpoD,lysW
RpoD,lyxK
RpoD,malE
RpoD,malF
RpoD,malG
RpoD,malH
RpoD,MalI
RpoD,malK
RpoD,malM
RpoD,malP
RpoD,malQ
RpoD,malS
RpoD,MalT
RpoD,malX
RpoD,malY
RpoD,manA
RpoD,manX
RpoD,manY
RpoD,manZ
RpoD,MarA
RpoD,marB
RpoD,MarR
RpoD,MazE
RpoD,MazE-MazF
RpoD,mcbA
RpoD,mdh
RpoD,mdtE
RpoD,mdtF
RpoD,mdtI
RpoD,mdtJ
RpoD,mdtU
RpoD,melA
RpoD,melB
RpoD,MelR
RpoD,menA
RpoD,mepH
RpoD,metA
RpoD,metB
RpoD,metC
RpoD,metF
RpoD,metG
RpoD,metH
RpoD,metI
RpoD,MetJ
RpoD,metK
RpoD,metL
RpoD,metN
RpoD,metQ
RpoD,metT
RpoD,metU
RpoD,metV
RpoD,metW
RpoD,metY
RpoD,metZ
RpoD,mfd
RpoD,mglA
RpoD,mglB
RpoD,mglC
RpoD,mgrR
RpoD,mgtA
RpoD,mgtL
RpoD,mgtS
RpoD,mhpA
RpoD,mhpB
RpoD,mhpC
RpoD,mhpD
RpoD,mhpE
RpoD,mhpF
RpoD,MhpR
RpoD,miaA
RpoD,micC
RpoD,micF
RpoD,mioC
RpoD,Mlc
RpoD,MlrA
RpoD,mltF
RpoD,mngB
RpoD,MngR
RpoD,mnmG
RpoD,mntH
RpoD,mntP
RpoD,mntS
RpoD,modA
RpoD,modB
RpoD,modC
RpoD,moeA
RpoD,moeB
RpoD,mpl
RpoD,MprA
RpoD,MqsA
RpoD,mqsR
RpoD,mraY
RpoD,MraZ
RpoD,mreB
RpoD,mreC
RpoD,mreD
RpoD,mrp
RpoD,msrB
RpoD,mtlA
RpoD,mtlD
RpoD,mtlR
RpoD,mtn
RpoD,mtr
RpoD,mukB
RpoD,mukE
RpoD,mukF
RpoD,murC
RpoD,murD
RpoD,murE
RpoD,murF
RpoD,murG
RpoD,murI
RpoD,murP
RpoD,murQ
RpoD,MurR
RpoD,mutL
RpoD,mzrA
RpoD,nadB
RpoD,nadE
RpoD,nagA
RpoD,nagB
RpoD,NagC
RpoD,nagE
RpoD,nanA
RpoD,nanE
RpoD,nanK
RpoD,nanQ
RpoD,nanT
RpoD,nanY
RpoD,napA
RpoD,napB
RpoD,napC
RpoD,napD
RpoD,napF
RpoD,napG
RpoD,napH
RpoD,narG
RpoD,narH
RpoD,narI
RpoD,narJ
RpoD,narK
RpoD,NarL
RpoD,narS
RpoD,narU
RpoD,narX
RpoD,ndh
RpoD,nei
RpoD,nemA
RpoD,NemR
RpoD,nfeF
RpoD,nfo
RpoD,nfsA
RpoD,nfsB
RpoD,nfuA
RpoD,nhaA
RpoD,NhaR
RpoD,nirB
RpoD,nirC
RpoD,nirD
RpoD,nlpD
RpoD,nnr
RpoD,nohA
RpoD,npr
RpoD,nrdA
RpoD,nrdB
RpoD,nrdD
RpoD,nrdE
RpoD,nrdF
RpoD,nrdG
RpoD,nrdH
RpoD,nrdI
RpoD,NrdR
RpoD,nrfA
RpoD,nrfB
RpoD,nrfC
RpoD,nrfD
RpoD,nrfE
RpoD,nrfF
RpoD,nrfG
RpoD,nudB
RpoD,nuoA
RpoD,nuoB
RpoD,nuoC
RpoD,nuoE
RpoD,nuoF
RpoD,nuoG
RpoD,nuoH
RpoD,nuoI
RpoD,nuoJ
RpoD,nuoK
RpoD,nuoL
RpoD,nuoM
RpoD,nuoN
RpoD,nupC
RpoD,nupG
RpoD,nusA
RpoD,nusB
RpoD,obgE
RpoD,ohsC
RpoD,ompA
RpoD,ompC
RpoD,ompF
RpoD,ompN
RpoD,OmpR
RpoD,ompX
RpoD,opgG
RpoD,opgH
RpoD,osmB
RpoD,osmC
RpoD,osmE
RpoD,osmY
RpoD,oxc
RpoD,OxyR
RpoD,oxyS
RpoD,paaA
RpoD,paaB
RpoD,paaC
RpoD,paaD
RpoD,paaE
RpoD,paaF
RpoD,paaG
RpoD,paaH
RpoD,paaI
RpoD,paaJ
RpoD,paaK
RpoD,PaaX
RpoD,paaY
RpoD,pabA
RpoD,panB
RpoD,panC
RpoD,panD
RpoD,panF
RpoD,patZ
RpoD,pck
RpoD,pcm
RpoD,pcnB
RpoD,PdeL
RpoD,PdhR
RpoD,pdxJ
RpoD,PepA
RpoD,pepD
RpoD,pepP
RpoD,pfkA
RpoD,pflA
RpoD,pflB
RpoD,pgi
RpoD,pgk
RpoD,pgpA
RpoD,pgpB
RpoD,pheA
RpoD,pheL
RpoD,pheP
RpoD,pheU
RpoD,pheV
RpoD,phnC
RpoD,phnD
RpoD,phnF
RpoD,phnG
RpoD,phnH
RpoD,phnI
RpoD,phnJ
RpoD,phnK
RpoD,phnL
RpoD,phnM
RpoD,phnN
RpoD,phnO
RpoD,phnP
RpoD,phoA
RpoD,PhoB
RpoD,phoE
RpoD,phoH
RpoD,phoR
RpoD,phoU
RpoD,pitB
RpoD,PlaR
RpoD,pldA
RpoD,plsX
RpoD,pncB
RpoD,pnp
RpoD,pntA
RpoD,pntB
RpoD,polB
RpoD,poxB
RpoD,ppdD
RpoD,ppiA
RpoD,ppiD
RpoD,ppsA
RpoD,pqiA
