"regulator","gene_name","gene_id","effect","evidence","source","category","regulator_label","Use","regulator_id","prsn_in_gBnb"
"AaeR","aaeA","b3241","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3243","Yes"
"AaeR","aaeB","b3240","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3243","Yes"
"AaeR","aaeX","b3242","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3243","Yes"
"AccB","accB","b3255","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3255","Yes"
"AccB","accC","b3256","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3255","Yes"
"AcrR","acrA","b0463","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0464","Yes"
"AcrR","acrB","b0462","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0464","Yes"
"AcrR","acrR","b0464","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0464","Yes"
"AcrR","flhC","b1891","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0464",NA
"AcrR","flhD","b1892","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0464","Yes"
"AcrR","marA","b1531","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0464","Yes"
"AcrR","marB","b1532","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0464",NA
"AcrR","marR","b1530","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0464","Yes"
"AcrR","micF","b4439","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0464",NA
"AcrR","soxR","b4063","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0464","Yes"
"AcrR","soxS","b4062","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0464","Yes"
"Ada","aidB","b4187","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2213","Yes"
"Ada","alkA","b2068","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2213","Yes"
"AdiY","adiA","b4117","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4116","Yes"
"AdiY","gadA","b3517","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4116",NA
"AdiY","gadB","b1493","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4116",NA
"AdiY","gadC","b1492","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4116",NA
"AdiY","gadX","b3516","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4116","Yes"
"AdiY","gltB","b3212","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4116","Yes"
"AdiY","gltD","b3213","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4116","Yes"
"AdiY","gltF","b3214","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4116",NA
"AgaR","agaB","b3138","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3131",NA
"AgaR","agaC","b3139","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3131",NA
"AgaR","agaD","b3140","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3131",NA
"AgaR","agaI","b3141","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3131",NA
"AgaR","agaR","b3131","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3131","Yes"
"AgaR","agaS","b3136","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3131",NA
"AgaR","agaV","b3133","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3131","Yes"
"AgaR","kbaY","b3137","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3131",NA
"AgaR","kbaZ","b3132","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3131","Yes"
"AidB","aidB","b4187","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4187","Yes"
"AlaS","alaS","b2697","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2697","Yes"
"AllR","allA","b0505","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0506","Yes"
"AllR","allB","b0512","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0506","Yes"
"AllR","allS","b0504","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0506",NA
"AllR","gcl","b0507","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0506","Yes"
"AllR","glxK","b0514","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0506","Yes"
"AllR","glxR","b0509","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0506",NA
"AllR","hyi","b0508","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0506",NA
"AllR","ybbW","b0511","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0506",NA
"AllR","ybbY","b0513","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0506","Yes"
"AllS","allC","b0516","+","WEAK","RegulonDB_TF","TF",NA,NA,"b0504",NA
"AllS","allD","b0517","+","WEAK","RegulonDB_TF","TF",NA,NA,"b0504",NA
"AllS","allE","b0515","+","WEAK","RegulonDB_TF","TF",NA,NA,"b0504","Yes"
"AlpA","phoB","b0399","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2624","Yes"
"AlpA","phoR","b0400","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2624","Yes"
"AlsR","alsA","b4087","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4089",NA
"AlsR","alsB","b4088","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4089",NA
"AlsR","alsC","b4086","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4089",NA
"AlsR","alsE","b4085","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4089",NA
"AlsR","alsR","b4089","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4089",NA
"AlsR","rpiB","b4090","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4089",NA
"AppY","appA","b0980","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0564","Yes"
"AppY","appB","b0979","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0564",NA
"AppY","appC","b0978","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0564",NA
"AppY","appX","b4592","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0564",NA
"AppY","hyaA","b0972","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0564",NA
"AppY","hyaB","b0973","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0564",NA
"AppY","hyaC","b0974","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0564","Yes"
"AppY","hyaD","b0975","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0564","Yes"
"AppY","hyaE","b0976","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0564","Yes"
"AppY","hyaF","b0977","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0564",NA
"AraC","araE","b2841","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0064","Yes"
"AraC","araF","b1901","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0064","Yes"
"AraC","araG","b1900","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0064","Yes"
"AraC","araH","b4460","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0064",NA
"AraC","araJ","b0396","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0064","Yes"
"AraC","xylA","b3565","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0064","Yes"
"AraC","xylB","b3564","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0064","Yes"
"AraC","ydeM","b1497","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0064",NA
"AraC","ydeN","b1498","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0064",NA
"AraC","ygeA","b2840","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0064","Yes"
"ArcA","aceA","b4015","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","aceB","b4014","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","aceE","b0114","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","aceF","b0115","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","aceK","b4016","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","ackA","b2296","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","acnA","b1276","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","acnB","b0118","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","aldA","b1415","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","appA","b0980","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","appB","b0979","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","appC","b0978","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","appX","b4592","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","appY","b0564","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","arcZ","b4450","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","betA","b0311","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","betB","b0312","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","betI","b0313","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","betT","b0314","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","cadA","b4131","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","cadB","b4132","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","caiA","b0039","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","caiB","b0038","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","caiC","b0037","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","caiD","b0036","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","caiE","b0035","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","caiT","b0040","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","citC","b0618","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","citD","b0617","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","citE","b0616","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","citF","b0615","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","citG","b0613","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","citX","b0614","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","cydA","b0733","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","cydB","b0734","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","cydC","b0886","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","cydD","b0887","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","cyoA","b0432","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","cyoB","b0431","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","cyoC","b0430","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","cyoD","b0429","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","cyoE","b0428","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","dctA","b3528","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","dcuC","b0621","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","dpiA","b0620","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","dpiB","b0619","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","fadA","b3845","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","fadB","b3846","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","fadD","b1805","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","fadE","b0221","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","fadH","b3081","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","fadI","b2342","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","fadJ","b2341","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","fadL","b2344","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","fnr","b1334","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","focA","b0904","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","fumA","b1612","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","fumB","b4122","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","fumC","b1611","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","gadA","b3517","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","gadE","b3512","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","gadF","b4718","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","gadX","b3516","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","gatA","b2094","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","gatB","b2093","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","gatD","b2091","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","gatY","b2096","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","gatZ","b2095","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","glcA","b2975","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","glcB","b2976","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","glcD","b2979","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","glcE","b4468","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","glcF","b4467","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","glcG","b2977","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","glpA","b2241","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","glpB","b2242","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","glpC","b2243","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","glpD","b3426","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","gltA","b0720","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","grcA","b2579","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","hemA","b1210","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","hyaA","b0972","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","hyaB","b0973","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","hyaC","b0974","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","hyaD","b0975","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","hyaE","b0976","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","hyaF","b0977","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","hybA","b2996","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","hybB","b2995","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","hybC","b2994","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","hybD","b2993","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","hybE","b2992","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","hybF","b2991","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","hybG","b2990","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","hybO","b2997","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","icd","b1136","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","iraM","b1160","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","lldD","b3605","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","lldP","b3603","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","lldR","b3604","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","lpd","b0116","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","mdh","b3236","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","moeA","b0827","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","moeB","b0826","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","ndh","b1109","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","nuoA","b2288","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","nuoB","b2287","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","nuoC","b2286","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","nuoE","b2285","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","nuoF","b2284","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","nuoG","b2283","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","nuoH","b2282","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","nuoI","b2281","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","nuoJ","b2280","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","nuoK","b2279","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","nuoL","b2278","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","nuoM","b2277","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","nuoN","b2276","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","ompW","b1256","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","oppA","b1243","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","oppB","b1244","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","oppC","b1245","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","oppD","b1246","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","oppF","b1247","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","pflB","b0903","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","prfA","b1211","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","prmC","b1212","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","ptsG","b1101","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","puuA","b1297","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","puuB","b1301","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","puuC","b1300","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","puuD","b1298","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","puuE","b1302","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","puuP","b1296","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","puuR","b1299","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","rhaT","b3907","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rmf","b0953","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rplB","b3317","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rplC","b3320","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rplD","b3319","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rplP","b3313","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rplV","b3315","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rplW","b3318","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rpmC","b3312","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rpoS","b2741","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rpsC","b3314","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rpsJ","b3321","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rpsQ","b3311","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rpsS","b3316","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rsd","b3995","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rutA","b1012","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","rutB","b1011","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","rutC","b1010","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","rutD","b1009","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","rutE","b1008","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","rutF","b1007","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","rutG","b1006","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","sodA","b3908","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","ssb","b4059","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","tpx","b1324","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","treB","b4240","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","treC","b4239","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","ubiA","b4040","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","ubiC","b4039","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","uvrA","b4058","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","xylR","b3569","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","ybdN","b0602","+","STRONG","RegulonDB_TF","TF",NA,NA,"b4401","Yes"
"ArcA","ydeA","b1528","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArcA","ymjE","b4742","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4401",NA
"ArgP","argO","b2923","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2916","Yes"
"ArgP","argP","b2916","-","WEAK","RegulonDB_TF","TF",NA,NA,"b2916","Yes"
"ArgP","dapB","b0031","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2916","Yes"
"ArgP","dapD","b0166","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2916","Yes"
"ArgP","dnaA","b3702","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2916","Yes"
"ArgP","dnaN","b3701","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2916","Yes"
"ArgP","gdhA","b1761","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2916","Yes"
"ArgP","lysA","b2838","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2916","Yes"
"ArgP","lysC","b4024","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2916","Yes"
"ArgP","lysP","b2156","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2916","Yes"
"ArgP","nrdA","b2234","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2916","Yes"
"ArgP","nrdB","b2235","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2916","Yes"
"ArgP","recF","b3700","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2916","Yes"
"ArgP","yfaE","b2236","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2916","Yes"
"ArgR","argA","b2818","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237","Yes"
"ArgR","argB","b3959","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237","Yes"
"ArgR","argC","b3958","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237","Yes"
"ArgR","argD","b3359","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237","Yes"
"ArgR","argE","b3957","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237","Yes"
"ArgR","argF","b0273","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237",NA
"ArgR","argG","b3172","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237","Yes"
"ArgR","argH","b3960","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237","Yes"
"ArgR","argI","b4254","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237",NA
"ArgR","argR","b3237","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237","Yes"
"ArgR","artI","b0863","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237","Yes"
"ArgR","artJ","b0860","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237","Yes"
"ArgR","artM","b0861","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237",NA
"ArgR","artP","b0864","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237",NA
"ArgR","artQ","b0862","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237","Yes"
"ArgR","astA","b1747","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3237","Yes"
"ArgR","astB","b1745","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3237",NA
"ArgR","astC","b1748","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3237",NA
"ArgR","astD","b1746","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3237",NA
"ArgR","astE","b1744","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3237","Yes"
"ArgR","carA","b0032","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237","Yes"
"ArgR","carB","b0033","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237",NA
"ArgR","gltB","b3212","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3237","Yes"
