"gene","Bnb","DMmut","DMenv","DMevo","DMstrs","DMstrs_hp","DMstrs_he","DMprtn","DMnoise_ch"
"aceF","b0115",0.591090433861778,0.0807752246833028,0.134405711743972,0.0686349018476298,0.188869870113844,-0.0257840906638984,-0.00356403553609974,-0.158831630236947
"lpd","b0116",-0.195615906226546,-0.0871693511096154,-0.090790196319958,0.0389486905904836,0.123610139571648,-0.0513797073109998,NA,0.165758580880439
"acnB","b0118",-0.0436167026769728,0.241555512366349,-0.0705396793100129,0.0422093424198156,-0.0218235639490554,0.00515132549392003,0.69147244933211,0.0920122802769414
"yacL","b0119",0.0720858569962368,0.232955314785016,0.00397032145995424,-0.10379925018607,-0.062917799888641,-0.107112270378325,NA,-0.110133100090426
"speD","b0120",0.547340634802542,0.196205070235698,0.0951110995928538,0.0184031321362587,0.0985823122703179,0.0805690838168567,0.21006132519173,0.197181334051258
"speE","b0121",0.348655648349701,0.0338500149287069,0.218078861430379,0.00414276890828347,-0.0105055609834451,0.0763223804086858,0.110171716757897,NA
"yacC","b0122",0.103050558700196,0.116674116213505,0.0595439474545326,-0.073327971608122,-0.086429086815129,0.00228100434660616,NA,NA
"cueO","b0123",0.0362735905184653,0.726297106144015,-0.0315958488100131,0.375617706490239,0.082250386531421,0.088430411838001,0.156904544524473,0.562835484971688
"gcd","b0124",0.178466608436144,0.94333628233428,0.104509913755836,0.251883704951974,0.56080210462128,0.119441043524622,0.548608524158442,NA
"hpt","b0125",0.0252539834800911,-0.127607005947274,0.0205808108351252,-0.0492375682288796,-0.0644351423664942,-0.00090209172944361,0.079772425588356,NA
"can","b0126",0.238042864202772,0.0801775187119323,0.238673536056936,0.00845162274931821,0.616137940158583,-0.00547696558708849,0.0732330562652894,NA
"yadH","b0128",-0.20605905918719,-0.207559750347315,-0.0350340965104753,-0.0424528763027361,-0.0678716889963314,-0.0511915225982173,NA,NA
"yadI","b0129",0.074917518379047,0.206349772468058,-0.0279085573904377,-0.0465600563957282,-0.0709619372938083,0.0367043495640783,NA,NA
"yadE","b0130",-0.193041651954682,-0.268061273947603,-0.290797419758602,-0.0850330864325233,-0.148376208047834,0.0598401237187219,NA,-0.132334021402127
"panD","b0131",0.361733803709502,0.474077187747206,-0.0546528896470141,0.00480579214507104,0.176798161673041,0.172190808274444,0.270181547752223,NA
"rpnC","b0132",-0.212849404953524,-0.0276983864219928,0.380007185270674,-0.0540578537150643,-0.0563412952024855,-0.0818599751882921,NA,NA
"panC","b0133",-0.125689823246435,-0.173163958524262,0.279163173198362,-0.0980033449793461,-0.139263086750885,-0.0842614300004384,-0.250245794142413,-0.0820646843045907
"panB","b0134",0.0138546308445876,-0.177928618795887,0.236767461675843,-0.0538718671609034,-0.0520927197859392,-0.0862838738656339,-0.247515103302602,NA
"folK","b0142",-0.191911846685844,0.13747813360771,0.384730746939955,0.0239490258452173,0.0629994981734882,0.066406616584431,NA,NA
"pcnB","b0143",0.0468532382494791,-0.0197258706154831,0.265032460300486,-0.0706268942112347,-0.131899996319071,-0.0386118596704892,-0.229522638480774,0.118676002382687
"gluQ","b0144",-0.0306911215607036,-0.26695262017074,0.211516871994539,-0.102645775547142,-0.0911993480536976,0.00790309589541266,NA,-0.0664340096364447
"dksA","b0145",-0.085732002810226,-0.306194950966959,-0.123363405752769,-0.056603384690659,-0.157760392822998,-0.00681527060495496,-0.035449275419196,NA
"sfsA","b0146",0.00651711803246946,0.282653339287568,-0.114694385953852,-0.0615450887761048,-0.177121012609044,-0.0804276455447456,NA,NA
"thpR","b0147",0.243630272760114,-0.146066375039183,-0.136417670470832,-0.0516050839917986,-0.100200088398898,-0.0849887399431191,NA,0.293814782209837
"hrpB","b0148",-0.26141059571777,-0.396366185600243,-0.279321084757263,-0.0909151248496648,-0.118510111898643,-0.0569221085772195,NA,NA
"mrcB","b0149",-0.184099984783457,-0.326534233114567,-0.226099660881031,-0.0839958379672793,-0.132756719463383,-0.0850001084792162,-0.214809129225091,0.0288162286762901
"fhuC","b0151",0.457072556766902,0.302920162155104,0.240716892223413,NA,NA,NA,NA,-0.18836421702986
"fhuD","b0152",0.327163882904837,0.262903697634891,-0.00419638683451662,NA,NA,NA,NA,NA
"fhuB","b0153",0.228296524486996,0.147716573398986,-0.0986579837745223,NA,NA,NA,NA,NA
"hemL","b0154",-0.130419518705472,-0.254344567601979,-0.0671491763132145,-0.114876241317225,0.0778264770493218,-0.0688191017736734,-0.0639210636195893,NA
"clcA","b0155",-0.0735586843837925,-0.173197927786691,-0.265375396983161,-0.125888133744487,-0.159181993941693,-0.0840119502454544,NA,NA
"erpA","b0156",0.253967831476737,0.196992312111017,-0.0687886370467635,-0.0580095739670742,-0.0340733366105353,-0.00522528919989279,0.403067425621265,-0.11081200323245
"yadS","b0157",-0.0833612791876087,0.0163544458234069,0.0558492026369399,-0.01664961362964,0.0517903307811401,0.00321242891930271,NA,NA
"btuF","b0158",-0.144584155185449,-0.166271108149926,-0.120689551027081,-0.0314676688120449,-0.0413214557459595,-0.0105060190365202,NA,NA
"mtn","b0159",0.0355548993380213,-0.286739196492983,-0.149201654232714,-0.0759948824489495,0.00411298289459056,0.0365917156363561,NA,NA
"dgt","b0160",0.673853506273299,-0.374013588521044,-0.148614519268419,-0.0422452060432034,0.00843757154639013,0.0255450870643688,-1.19233046090315,NA
"cdaR","b0162",0.425677058734418,0.0793604764539988,0.340967077852279,-0.010406128709245,-0.0185875438894191,0.000225519985645684,NA,-0.233295080364341
"yaeH","b0163",0.074729635932308,0.100138726531797,0.136568987544643,0.0297135161220755,-0.0732179565671812,0.0279597211276632,-0.29522187128246,-0.0320347297113993
"dapD","b0166",-0.0240405561372885,0.0477954968743445,0.0324789927900855,-0.0194333929089873,-0.0475552377641027,-0.00389376204305789,0.0181729390770186,NA
"glnD","b0167",0.496612596033216,-0.0958947310519438,-0.181087868194612,-0.153428229499075,0.0861856328111661,-0.0517858372790151,-0.155742617947667,0.0551613670386664
"map","b0168",0.0434428175603236,-0.239330509736958,-0.225621308061302,-0.000695015794354492,-0.0395197794676191,0.0262594788729269,-0.0248985296147731,-0.158772347366815
"rpsB","b0169",-0.143134711961096,-0.161397924198246,-0.0568034980244583,-0.0202618957561132,-0.168163846383068,-0.0667747790101111,0.0166500049058702,NA
"tsf","b0170",-0.154579178218321,-0.13763580090406,-0.0832904898266311,-0.0668003357498799,-0.122907555167588,-0.0732562328202098,0.0528755969173543,-0.0243116340620366
"pyrH","b0171",-0.0653978141940771,0.107909135833791,-0.00545107069262762,-0.0498348153221602,0.0154153123444374,0.021862160921177,-0.0309427266634509,0.206405379254948
"frr","b0172",-0.136989650064318,-0.468709760700346,-0.0653954615159183,-0.116642384185002,-0.111267434643106,-0.114515599750549,-0.101141344666004,0.0776376999457212
"dxr","b0173",-0.0796487217713793,0.114386766782396,-0.130347249663679,-0.0692869387131276,-0.128500629950491,-0.0496323968577881,NA,NA
"ispU","b0174",-0.0805083764152931,0.165599516751373,0.171429933830682,-0.0300984595430361,-0.113870977896543,-0.0836528307942606,NA,-0.0511141224652077
"cdsA","b0175",0.02656815064396,0.0688860689691106,-0.0639792008693301,-0.104531779115141,-0.0995121411666917,-0.0800969973100707,-0.0738739237135428,NA
"rseP","b0176",-0.0159190223334199,-0.135775975057935,-0.0204891203588236,-0.0779200183640195,-0.0590955923714027,-0.0424610881408312,0.279560185915195,NA
"bamA","b0177",-0.0750027558927557,-0.255127246211693,-0.12064095300201,-0.166222808517617,-0.131281485345973,-0.0497750376307068,-0.100686250180886,NA
"skp","b0178",-0.00906680893087514,-0.411709922493551,-0.190762703990227,-0.13199191961296,-0.124351630600081,-0.0642587554750019,-0.0923773678447969,-0.109106502953455
"lpxD","b0179",-0.158767985003004,-0.307562403803989,0.0540194800129622,-0.147353743034454,-0.236516843476548,-0.0455331771086637,-0.237947430395588,-0.130382213974877
"fabZ","b0180",-0.0501052761747774,-0.178222657655022,0.0449808030544355,-0.103217829892284,-0.0950335352338151,-0.0550129457647547,-0.147525278366187,0.0295988836432801
"lpxA","b0181",-0.0728213347891133,-0.194535116326923,-0.144603961003669,-0.109508748769965,-0.0668482128126882,-0.0900792634533286,-0.1268555818482,NA
"lpxB","b0182",-0.137772283151384,-0.156377488840557,0.176458007688353,-0.0884421224569678,0.0106778647158083,-0.0348937857057551,-0.378145230068583,-0.141755419766022
"rnhB","b0183",-0.10625923434421,0.0912319464834219,0.00380982476948483,-0.0486053979143076,0.0471582079352093,0.0412265883191501,0.954791106485517,NA
"dnaE","b0184",-0.212346148121444,-0.00742889572407524,-0.120437440072651,-0.0315140449581074,-0.106453695857427,0.0176347830750146,-0.720577876144425,0.0236680800367102
"accA","b0185",-0.197876204280259,-0.213815175502674,0.0423986404055063,-0.0935003594873431,-0.175635396598693,-0.10752342469236,-0.0262405261979756,NA
"ldcC","b0186",-0.0591889911256389,0.00902479735470663,-0.0121220678285218,0.168770913847258,0.0474068820779845,0.0304380853736729,-0.523669690135795,0.171171400000864
"yaeR","b0187",-0.14374303872293,-0.265036033973762,-0.143734099664456,0.124235648305958,0.0826458641763159,-0.00158388702679146,-0.0631718631706265,-0.0319851185445935
"tilS","b0188",-0.178290242980861,-0.322590345906536,-0.178162204435033,0.0232217901500853,-0.121697053005894,-0.0543529130186685,1.99115923627987,NA
"rof","b0189",-0.0973204776259558,-0.0447083304315512,0.294171738929045,0.0241970822134132,0.0866726483135761,-0.0679282158849681,0.0486954248840048,NA
"yaeQ","b0190",-0.207750618216582,-0.307612131138277,-0.234769871791649,-0.015172179928495,-0.136169323963123,0.023400767130777,-0.448395320910498,-0.0634775817469176
"arfB","b0191",0.189215093853562,-0.198145711258978,-0.133074182816359,0.0188268155166391,-0.0709582462578386,0.207968762040251,NA,-0.0315231904771051
"nlpE","b0192",-0.246636536556094,-0.190611184819931,-0.16546192947582,-0.0198691666031955,0.0935478163542837,-0.0800412427637889,-0.000370507092390282,NA
"proS","b0194",-0.157227489607984,-0.11232971013625,-0.119803173980884,-0.100770891974939,-0.114000041451825,-0.111250179525589,-0.121291708008741,NA
"trmO","b0195",-0.00656566411606563,-0.00910590294897518,-0.0718846010039761,-0.0599487210534524,0.00954708880734428,-0.0392237625810424,-0.267158338872534,NA
"rcsF","b0196",-0.0901709681585992,-0.297747653251105,-0.174969470362435,-0.120725919956275,-0.174775264674391,-0.0909764776064814,-0.115700111804399,NA
"metQ","b0197",-0.0201875306477612,0.512025835093802,-0.100582696187828,0.0802232023968911,0.161367171296966,-0.0451707788883488,-0.10961335590321,-0.0667308467992683
"metI","b0198",0.379364897143031,0.470695985484894,-0.116127392463205,0.219488897082552,0.318525586768669,-0.0225608822837977,-0.0797001563705594,NA
"metN","b0199",0.468459715046242,0.944377889464006,-0.00670328751064142,0.28401572163314,0.505032291188505,0.0970655038766906,-0.201739231834342,NA
"gmhB","b0200",-0.0624433959376308,-0.17263613585636,0.0215382676272604,-0.108289403178588,-0.0313339238350313,-0.0507615036486062,-0.209546017503475,NA
"dkgB","b0207",0.260968696582021,0.000964318459535929,0.436381939215002,0.0665501173626648,0.350556159841111,0.106551110450034,-0.120848925251749,NA
"yafC","b0208",-0.0472310878719279,-0.314694580070802,0.18723698904864,-0.125354682935113,-0.176491464956453,-0.0711493722619253,-0.853193423367915,-0.153420227308099
"yafD","b0209",-0.0554775825205404,-0.0355435359604447,-0.0189164131704513,0.10944187069219,0.436160351851922,0.06825833420968,NA,0.187028326679933
"mltD","b0211",0.0645943607647629,0.100644960892,0.533747459078576,0.0494085221769715,0.672216557479932,0.192350581271251,NA,0.0710616307684738
"gloB","b0212",0.0415209117066834,-0.129272811253572,-0.174891635486706,-0.0369101520436937,-0.0770233764460074,0.0717933494991318,-0.209729035504339,0.131379854801094
"yafS","b0213",0.016285480454354,-0.339368991438132,-0.239075349141451,-0.149132956487519,-0.134823393327161,-0.0195505588107612,NA,NA
"rnhA","b0214",-0.263052556369189,-0.149505726619628,-0.141103339292214,-0.0645042695221808,-0.133186500944523,0.012709293726883,-0.294823386084289,NA
"yafV","b0219",-0.044482695364904,-0.188672416042877,-0.141588284918143,-0.0152078183640775,0.0454873708029635,-0.00175171675790545,NA,0.0177763886167415
"ivy","b0220",0.184360930884006,0.374206125435915,0.101575428620296,0.527717448811769,0.0240996459883006,0.447226581239928,-0.016039951523784,NA
"fadE","b0221",-0.221148902598969,0.508957316306676,0.0167226154382872,0.120635183586611,-0.0434260920303012,-0.0106986802229685,0.217399457666092,0.607645364969001
"gmhA","b0222",0.202879359920812,-0.103450807866744,0.00953244811496701,-0.0703355332429487,-0.102084740847335,-0.000798047550832764,NA,NA
"yafJ","b0223",-0.2463839461138,-0.241247401990597,-0.137196327382154,-0.0929665670861681,-0.12244161349639,-0.0256533428670133,-0.358531410451261,NA
"dpaA","b0224",-0.0752129544849108,0.139465449325926,0.254060413613518,0.195501887822711,0.0365773654527609,0.105328958879495,0.128312395781244,NA
"yafL","b0227",-0.119254186297177,-0.222022367402015,0.531125628399967,0.0795468083046777,-0.0441153467473599,-0.0589253680491189,NA,NA
"dinB","b0231",0.391989980632292,-0.274501355732778,-0.0774409336458022,-0.0642147105499334,-0.183925860796134,-0.00297112388105186,NA,NA
"yafP","b0234",0.41850835669323,-0.200775189875331,0.0760833029556225,-0.0587792987908098,-0.0195364479884657,-0.0575488239930375,NA,NA
"pepD","b0237",-0.0606763000614063,-0.151591723023306,0.0131098303485597,-0.0234681609551344,-0.0799504137802361,-0.0738631000936892,-0.170041622184817,-0.19571428075348
"gpt","b0238",-0.0292618760796897,0.475148656876706,0.417600949829266,0.0593141647113101,0.000858597383254056,0.00684720763807409,-0.0164656300719266,NA
"frsA","b0239",-0.0984903293576325,-0.2773845779086,0.173019591400982,-0.0946977039913616,-0.125637034283999,-0.0157382698051817,-0.198210652731553,0.117877619132515
"proB","b0242",-0.249587913229801,-0.278744268722481,-0.143467994557032,-0.0133420437467412,-0.0781960866178829,-0.0413480638327627,-0.0939400461939199,NA
"proA","b0243",-0.171760445914068,-0.294401567418314,-0.098178179422007,-0.0103069481379094,-0.0704867921732657,-0.0153669432555124,-0.275787594502075,0.00189361958640233
"ykgE","b0306",0.467633798006055,0.136685929507608,0.486551806797625,NA,NA,NA,0.765793501174658,NA
