"gene","Bnb","DMmut","DMenv","DMevo","DMstrs","DMstrs_hp","DMstrs_he","DMprtn","DMnoise_ch"
"opgE","b0815",0.0539736068180183,0.404279298545929,-0.0405689388241739,0.140539900709282,0.108271481880757,0.146361019240816,NA,NA
"mntR","b0817",-0.228065814621988,-0.107712502049006,-0.220171164764459,-0.0501695139140032,-0.0637181663593721,-0.0543900297361579,-0.195436314376901,NA
"ybiR","b0818",-0.108813669903647,-0.249201995703097,-0.217349458628955,0.0104379678374033,0.0245376558335439,-0.0325562627246273,NA,NA
"ldtB","b0819",0.185998813676644,-0.111382929793896,0.134840805092824,-0.00856315470384927,-0.122712049409461,-0.0300925564225706,-0.0924738948264863,0.104841124084621
"ybiT","b0820",-0.0478660817131062,-0.0859205035897995,0.207334133895336,-0.0161610761606191,0.0253409333794828,0.0153544138046721,0.0509299049328958,-0.105759157200437
"ybiV","b0822",0.233604490000605,-0.017608763338896,-0.163574450320941,0.168902601724302,0.199021092699313,0.15763105223643,0.124682254565775,-0.0496469109560103
"ybiW","b0823",0.19513909537181,-0.215336116186392,0.0700719789249815,-0.0939835522618205,-0.118949568671659,-0.0470792935399818,NA,NA
"fsaA","b0825",-0.212556560834213,-0.240939648811157,0.0792888386816811,-0.0287387169698555,-0.209981066404255,0.038496118413006,-0.0482810582145876,NA
"moeB","b0826",-0.0544612591326767,-0.328517678928814,-0.0216394849359761,-0.0658021808570646,-0.0573528406649671,-0.0303098063513783,NA,-0.146644057307406
"moeA","b0827",-0.0963848965854826,-0.227205844460908,0.0107079707901965,-0.0368327690245082,-0.0809079931922826,-0.0662719049991729,-0.135464425723987,0.000387224837445022
"iaaA","b0828",-0.0746386717943006,0.680989905970739,-0.0863493043916329,0.00987968667059874,0.0766218972199037,0.0137514709082948,-0.154460242186558,NA
"gsiA","b0829",-0.0933346312177102,0.448609529110734,-0.184697905129628,0.00919995637543941,0.123755410743828,-0.00313878446023994,-0.470519407421043,NA
"gsiB","b0830",-0.0479020210048465,0.256607147692336,-0.197956744984832,0.00842308197392483,0.158578364853748,-0.00513953284753538,-0.256988790624594,0.0646267017153387
"gsiC","b0831",-0.082670679180507,-0.00988821397152362,-0.232266838495427,-0.007680930816931,0.132772317997884,0.00988608227693066,-0.288255645722294,NA
"gsiD","b0832",-0.102630265591169,-0.0593525880994716,-0.123154411923621,0.0286561247729886,0.199908793658519,0.0786403601753252,NA,NA
"rimO","b0835",0.108034362327966,0.372765268275432,0.364451867613427,0.0433826624747641,0.0711768755353596,0.00243799095431185,0.603789593446827,NA
"bssR","b0836",1.05630907471261,1.56920618813844,1.15634431862491,0.384741788973423,0.831723063861655,0.3433441703014,NA,0.372653912642381
"gstB","b0838",0.175142623144276,-0.0424806567593965,-0.122366083545876,-0.0437478913809846,-0.114547308718733,-0.0210623805557786,-0.00398100936975088,0.0737008283927311
"dacC","b0839",0.114051861926098,0.231578582089404,0.0238647720737894,-0.0305568722744373,-0.0881930762815971,0.0083323620911071,-0.20870741669638,NA
"deoR","b0840",-0.0924359436044248,-0.22535706973196,-0.015530888040472,-0.0533486383494104,-0.155387982990129,-0.0743414586783775,-0.369869003481229,NA
"mdfA","b0842",-0.0768647050287038,-0.120940825098028,-0.107929955717498,0.186710706614033,0.192832070792733,0.274659774445118,NA,NA
"ybjH","b0843",-0.156009530731275,-0.376344919342522,-0.0900532679054408,0.277805857216712,-0.0825931314895919,-0.123752945085717,NA,NA
"ybjI","b0844",-0.116587634167546,-0.353381781686426,-0.0183468614769349,0.34555085378223,0.0959715744285712,-0.0316988612215185,0.0677625171935372,0.0803345978652523
"ybjJ","b0845",-0.00312473529407575,-0.444124359586006,-0.121386998856887,0.365818533915412,0.109388503534693,-0.105395792357691,NA,NA
"rcdA","b0846",-0.163389105672188,-0.44568016738352,-0.0407413735853488,0.31511886653795,-0.00957420451341262,-0.077429917044019,NA,NA
"ybjL","b0847",0.203824218487054,-0.252550802347874,-0.0203885936903043,-0.0557885038103696,-0.0443802413763081,-0.101337129830132,0.430846850785193,NA
"grxA","b0849",0.228282210589041,0.230302883667391,0.0273568274487358,0.152664685125133,-0.0328426479124523,0.0357085344687589,0.243112907316894,NA
"ybjC","b0850",0.284129600619421,-0.014114123746119,0.104727886014396,0.321885130069809,0.284685919293648,0.151104829211661,NA,NA
"nfsA","b0851",0.350914082013845,-0.0647265559231643,-0.19075135079026,0.222448209822831,0.109201313173491,-0.037039135383701,0.583822239397704,NA
"rimK","b0852",0.181687239748121,-0.172086867073505,-0.331718856473527,0.287149429517522,-0.0185951091247414,-0.0367403238588148,NA,NA
"ybjN","b0853",-0.182763027181279,-0.030295102570585,-0.140582999965311,-0.0489353335501961,0.109537742450348,-0.01954742185252,3.6065367116123,NA
"potF","b0854",0.0803561939321864,0.876959341417544,0.0885154345205055,-0.0115155445040902,-0.11992577860998,0.0756773707717863,-0.210147245685108,NA
"potG","b0855",0.290261859725298,0.608314285632222,0.175535355012017,-0.0282747834788577,-0.115344419017379,0.041821381621735,0.637874081419853,NA
"potI","b0857",0.0876807465876731,0.0911247017236262,0.20058307172112,-0.0119662666306334,0.0741783626978075,-0.000384549960910335,NA,NA
"ybjO","b0858",1.3308036179836,-0.378618976164441,0.0651493735397459,-0.103935337563068,-0.176020441685177,-0.0915363517530254,NA,NA
"artJ","b0860",0.430995240274809,1.278147840902,-0.0944417792052915,0.207126095643022,0.179445325254058,0.191804788365415,0.0303997466326035,NA
"artQ","b0862",0.355550544658437,-0.0281057453326373,0.088653533835931,0.0532772262102356,-0.108490133018957,-0.00630578825718484,NA,NA
"artI","b0863",0.261515681616215,0.0990968901674345,0.0630261787618506,0.055487237172365,-0.0641086378089225,0.0224828536508636,-0.215851583390213,NA
"ybjQ","b0866",-0.133903262258901,0.0712002125705494,0.0555000267866338,-0.0782134868818942,-0.178191934205732,0.0172131162782716,-0.139880143219441,-0.0046871364704224
"amiD","b0867",-0.215187516806857,-0.0575305086414515,0.0248997430587283,-0.0809895534010579,-0.103389504360121,0.0368293315723558,-0.478978612090863,NA
"ybjT","b0869",-0.148876196554243,-0.31773035761285,-0.226402035903348,-0.0595159463654022,-0.0894344074838174,-0.0194906426534998,0.945260731106023,NA
"ltaE","b0870",0.027846944890499,0.041547591647531,-0.215071026202899,0.0521958765234158,0.169982326515207,0.0114320875920479,-0.203376553301319,NA
"poxB","b0871",0.848522997416974,1.3746862983634,0.535876808141475,0.676278381875283,0.572142439348898,0.28192944966132,0.146792838456172,NA
"hcr","b0872",0.522409960543578,0.482750777149437,-0.148105038207173,-0.0109955246561895,-0.0359015792653066,-0.0196168813059018,NA,NA
"hcp","b0873",0.0182834307699133,0.957366285177898,0.0519974712876279,-0.0242150300199966,0.0613984134422645,0.015864245553501,NA,NA
"lysO","b0874",0.368762675032848,0.324410034622857,0.115082233993899,0.130553822838959,0.235119425657998,0.015910485113203,NA,NA
"aqpZ","b0875",-0.0175325741633299,-0.0338271786129933,0.0885506217825681,0.111905825703385,-0.126843012638341,-0.0156743744904227,NA,NA
"ybjD","b0876",-0.0952167429805265,-0.165394552082515,0.0917016085839557,-0.0691795868239946,-0.0260735396027474,0.0379489809091171,0.26748879460379,NA
"ybjX","b0877",0.223257400337512,0.28401329686907,0.244736404933937,0.0654469780212982,0.137082807744497,0.00624543403610303,-0.277393910873378,-0.0433419717912332
"macB","b0879",-0.121917182709491,-0.476551849886561,-0.260732588696971,-0.151250264984575,-0.160462414287592,-0.13615044698685,NA,NA
"cspD","b0880",-0.0526099418546813,1.30444675126584,0.202710034553667,0.10010736986843,0.210476011359254,0.146158640097202,1.11683392976618,0.12739265351243
"clpS","b0881",-0.126798597399779,-0.0961375397250903,-0.0497195780126849,-0.0963190025259717,0.101572513761013,-0.0270056097524015,NA,NA
"clpA","b0882",-0.0343273209603888,0.0510647627831522,0.171577650293104,-0.018710555546906,0.153534602708318,-0.0436880612029132,0.0748782985901377,-0.0474517736973288
"aat","b0885",-0.253232075101109,-0.2377624268871,-0.178086095056552,-0.117042228138673,0.0441904832688621,-0.0110605286971325,NA,NA
"cydC","b0886",-0.142007688913794,-0.300794543888769,-0.174293789569549,-0.03502836900669,0.20455327536274,-0.0421663604643351,-0.133472725095282,-0.206146642284131
"cydD","b0887",-0.194161232966306,-0.263981503076696,-0.215160717602682,-0.0690648373907047,0.173167411256425,-0.0332087541645026,-0.149918305482199,-0.0409156582988963
"trxB","b0888",-0.0864552721708544,-0.0538238441408551,0.00268499101419661,0.0181329627641759,-0.058103500498863,-0.025092924234013,0.0311697594133854,NA
"lrp","b0889",0.0410877526160028,-0.0559126208658661,-0.13328085735087,-0.0211771466506676,-0.176572676097652,0.0138043021730989,-0.320590538564609,NA
"lolA","b0891",-0.176598668089339,-0.277119527241089,-0.123813615345063,-0.0807851956557527,-0.191767941142774,-0.0499462655763194,-0.0138839039198407,-0.20232005051629
"rarA","b0892",0.0412081451610978,-0.208519893154151,-0.205232743213744,-0.0624873070328343,-0.0773097443852459,-0.0152966928856147,0.916494332351211,0.0250535473637281
"serS","b0893",0.0451810003624787,-0.256939928350858,-0.246222659275106,-0.0505440368050022,-0.14032722471969,0.0109198401047673,-0.0848144675177185,0.0261986869175804
"dmsC","b0896",0.392777469144797,0.239159418227865,0.601146584495233,0.122049917187328,0.32170737370189,0.440207677513275,NA,NA
"ycaC","b0897",0.777157820104754,1.66525032631742,0.871992266816983,0.763878690495635,0.59877747782458,0.552974093845449,0.0456168271532634,NA
"ycaD","b0898",-0.0794109017044131,0.402042658014584,-0.141248803890057,0.131780598211915,0.618061172305335,0.0394557077735686,NA,NA
"pflA","b0902",0.108449578492587,0.0101470224553558,-0.116153180647022,0.0382314985723597,-0.038028548122493,0.0438711745251361,-0.128643833530931,NA
"pflB","b0903",-0.106759312317238,0.166648224972689,0.0736827463241806,0.134498884883795,0.129371455689307,0.0246760766975043,-0.341548820533806,0.208649183120815
"ycaO","b0905",0.0392088903168297,0.498566600496925,0.16251953701433,0.0779342109138568,0.295282932908755,0.00725877910674791,0.544109087362073,0.205577481707912
"ycaP","b0906",0.404722131591649,0.199849899314358,0.20094377937567,0.344683782438891,0.296748915984158,0.125746536508198,0.129603258757279,NA
"serC","b0907",0.0832554254319673,0.44513235434873,-0.146065524406047,0.0187294597137,-0.221870864677647,0.0410653928488238,0.103200360000514,0.0294603139337688
"aroA","b0908",0.0709898985781228,0.406925714884362,-0.0913615434102941,0.0212183451985825,-0.165793552939399,-0.0220812259996068,0.174211596726511,NA
"ycaL","b0909",0.221389819832328,-0.444931276686387,0.153151460812915,0.0294637227692447,-0.146197400485508,0.376469521651545,NA,NA
"cmk","b0910",0.479753090303013,-0.109254236998389,0.307883256681053,0.0209107889216725,-0.107166883912818,-0.011844641818221,-0.125031919022173,NA
"rpsA","b0911",-0.0727581216386179,-0.191231337703098,0.048384987532395,-0.069544843710126,-0.160141786771105,-0.0939123177086718,-0.00502285186091844,NA
"ihfB","b0912",-0.191134930495203,-0.0968520735241337,-0.102213611450675,-0.0211456212978551,-0.130704337739859,-0.0312186067280176,-0.290217026944103,NA
"msbA","b0914",0.0991999781837903,-0.0401139646969995,-0.0462137644085336,0.00568150473177143,-0.0386868156349108,-0.00843415105116715,0.0193859695068481,-0.237482423346793
"ycaQ","b0916",0.0397588038675302,-0.165373842014061,-0.185859596981035,-0.0532373562805001,-0.191496347794696,0.0129466608784882,NA,NA
"ycaR","b0917",0.00280556536021265,0.0659085378962676,0.274039314135864,-0.11406342543113,-0.116473511750367,-0.00247187586819028,0.0604709080900975,NA
"kdsB","b0918",-0.072712627056073,-0.21539723349789,-0.166198447775076,-0.115971164886741,-0.190144391518338,-0.0807142555070964,0.00314861971116542,-0.212902483219533
"ycbJ","b0919",0.640175938447195,0.376864281967378,0.66929587104816,0.0725440646814778,0.0972965463631927,-0.0460156872427918,NA,0.0157345346510597
"elyC","b0920",-0.336715101990182,-0.487784297576171,-0.070229388133526,0.0227007675800039,0.00592395777100518,-0.103031709993169,NA,NA
"cmoM","b0921",0.216535717467873,-0.279182424467833,-0.1729827349156,-0.0970785625315524,-0.190434251214797,-0.048767285701014,NA,NA
"mukE","b0923",0.110153348743249,-0.238828720518377,-0.142804859628615,-0.0839155547051237,-0.148807998911139,-0.0600025084520784,0.589525008335498,NA
"mukB","b0924",0.096962251901657,-0.207686050263811,-0.238071873343928,-0.0863025411460313,-0.174720884216548,-0.0795728789420106,0.150401215082508,-0.0121727481037145
"mepK","b0926",-0.134621619586633,-0.140161629837427,0.070151741708339,0.0649686546155069,0.336362361855121,0.115391909431403,NA,NA
"gloC","b0927",0.0683906281454351,-0.246906030047442,-0.100176089905686,0.0161279820046534,0.17802384536877,0.0222188083389446,-0.00572841631674903,0.0230958053359599
"asnS","b0930",-0.162807822503576,-0.246767070047463,0.00249664864770915,-0.0617946771267485,-0.207863216422571,-0.102788151589531,-0.121917976465684,NA
"pncB","b0931",0.0666246696263424,0.0334596060306622,0.0105309488561394,-0.0857761064557268,-0.0149040417702133,-0.104816431571295,0.380856308495189,0.0634927309578229
"pepN","b0932",-0.100874769342499,0.0457075094956438,-0.05015014436145,-0.0261220190562793,-0.035904244215114,-0.0842733385133826,-0.158848899039677,-0.0964029893459297
"ssuB","b0933",-0.217625729396087,-0.0577797145808647,0.0573617699061286,0.142083148146465,0.942377139094106,-0.0606384881051299,NA,0.0307205845684855
"ssuD","b0935",-0.135580056508473,0.306922950086889,-0.105990801111533,0.351412938095579,1.33491486892928,0.0191909795491045,NA,NA
"ssuA","b0936",0.0567144550678172,0.344579421519066,-0.123686933870841,0.509773591798198,1.6164588177304,0.0423708209581667,NA,NA
"pyrD","b0945",0.068323191039826,0.843632049392967,0.113320701014779,0.135488522269506,0.314559674574412,0.0121844220708422,0.0880954788732754,NA
"ycbX","b0947",-0.109250920276296,-0.275415195774342,-0.186694513338449,-0.0453062182237621,-0.109290066476482,-0.0709900770651479,-0.076826158325872,NA
"rlmL","b0948",-0.100536346641423,0.0229318576824674,0.0742020915504432,-0.02907942700555,-0.0319274371002385,0.0159158221541414,-0.0335283368773606,-0.149541876152017
"uup","b0949",-0.126932932880119,-0.00741101113415588,-0.114289103221578,-0.0410290344237479,-0.0715527603165757,-0.00256168393455905,0.058754684848685,0.00639899897881901
"pqiA","b0950",-0.0368115558372051,0.062154151049667,-0.109758993844471,-0.0508951003536417,-0.0984130561899525,-0.00730670472092027,NA,NA
"pqiB","b0951",-0.0157035312011584,-0.11870124429493,-0.10013541996524,-0.0517210266938281,-0.105845452302153,-0.0394537824878611,NA,0.474257192927062
"pqiC","b0952",0.0774414842044786,-0.00703286208079679,-0.0144553186594424,0.00958432296395911,-0.0251725430040995,0.161167168660366,-0.257078926092421,-0.178195616662403
"rmf","b0953",0.427220626410089,1.78797658111123,0.537788234567292,0.449890265264105,1.15197403396306,0.176281016076099,0.910413163271226,NA
"fabA","b0954",0.0140446966024531,0.0300873618584413,0.130123309005662,-0.0466537563468046,-0.0762988132370204,-0.066268873211249,-0.0360071514474453,-0.047041850500812
"ycbZ","b0955",-0.116312716015675,-0.150165494274102,-0.110846020901677,-0.0396551648197283,-0.083181532641503,-0.0550530337556703,-0.433539058654265,NA
"matP","b0956",0.0500380337133532,-0.159668071496872,-0.0306228555352972,-0.0361781206774436,-0.145223421895133,0.059677742981927,-0.297098111639096,NA
"ompA","b0957",-0.0558618917761352,0.176494485540604,0.079729536267616,0.0866797565132106,0.0546260952882008,0.0974779143969354,-0.250562171591663,NA
"sulA","b0958",0.0725643580719021,0.359923925327273,0.201026477356172,0.166024049091562,0.122467393441141,0.340031291241107,NA,0.153598902389332
"sxy","b0959",-0.311268214657716,-0.234185119262957,-0.150799896408024,-0.0515600215926966,-0.0861360606086162,0.393471386297358,NA,-0.233216258269195
"yccS","b0960",0.0126181820100066,-0.164816406212194,-0.173025202588826,-0.0399008740204772,0.00239072044521732,-0.0992258204965018,NA,NA
"yccF","b0961",-0.109460381762113,-0.074284873923797,-0.247392084523776,-0.00518133662778975,-0.0305759422729402,-0.0433699734974749,0.0294126690474624,NA
"helD","b0962",-0.201687749975711,-0.380466528083219,-0.0621191128522444,-0.150486544610526,-0.233775626664575,-0.0980464093387498,-0.427048858250682,NA
"mgsA","b0963",-0.070352442264596,0.114565450328638,0.31994129011586,0.0111698489961778,-0.0531428434969734,0.0893194741710575,0.165519264495542,NA
"yccT","b0964",-0.157452306384754,0.194199893069042,-0.0666362065794596,0.130144709725897,0.226756991783826,-0.0217479632007438,NA,0.0472222863743883
"hspQ","b0966",-0.120747651753924,0.27398724241563,-0.0829662047122851,0.0343777127365998,-0.0387421799453197,0.0385131401614485,NA,NA
"rlmI","b0967",-0.0659632750688838,0.0710940731098929,0.222281283724267,0.00840851786580382,0.105033591546165,-0.0395943003636869,0.0750208194525046,NA
"yccX","b0968",0.00449713154766007,0.175619860596087,0.00022170555869383,-0.0154587413356758,-0.14323111028608,-0.0313057971127937,0.0792385688446373,-0.0235976822182932
"tusE","b0969",0.271667634940078,-0.0549708983149352,-0.0105221793064821,-0.00150711555815597,0.0592134344567716,0.012856254428213,NA,NA
"yccA","b0970",0.167102528046607,-0.0755643090170356,0.197665667114045,0.133049920812141,0.313605596279201,0.0888512242885871,NA,NA
"hyaC","b0974",-0.0346519321518872,0.384348091058086,0.0615427343796278,0.461974715628461,0.488510348896743,0.167869052307953,NA,NA
"hyaD","b0975",-0.175243902568039,0.21182243817361,0.00945315649464418,0.298355100596702,0.346262690346751,0.0651063100429289,NA,NA
"hyaE","b0976",0.123935782602621,0.313801784690337,0.337567559309603,0.300904549566335,0.288735990202704,0.0447572564228944,NA,NA
"appA","b0980",-0.188843194339406,0.208706457452271,-0.105475256227297,-0.0257350151554351,-0.0940359181943551,-0.121832640402517,0.117707359345944,NA
"cspG","b0990",0.458410509937941,2.36308242922153,0.297591380170125,0.589172280028879,0.554851924337437,0.55592307327993,NA,0.0824296471595789
"torS","b0993",-0.187121028237718,-0.278289129285317,-0.177428120542693,-0.0887034251142106,-0.0751892376272498,-0.0715705618469882,NA,-0.29570727174065
"torT","b0994",0.249713319346958,-0.258775513551143,-0.112779412874436,-0.0459257304851384,0.107203434703322,-0.0701019341154273,NA,NA
"torR","b0995",0.0132158196968704,-0.186449306436045,-0.151958523455873,-0.167653310673223,-0.0450858948105158,-0.101301990204102,NA,NA
"torC","b0996",-0.048350490070976,-0.0363352588100589,0.786563387824698,0.00100552373386004,0.0176322064366601,-0.0468907381991437,NA,NA
"torA","b0997",-0.183770126647862,-0.319349883354077,0.567860156183341,-0.0838763323911545,-0.0479582285310879,-0.0518487444559575,NA,-0.0285831694272046
"torD","b0998",-0.0463068693811894,-0.414038000416873,0.384682547530027,-0.0179094574530933,-0.039397885586606,-0.0769985202174117,NA,NA
"cbpM","b0999",0.200940196780878,0.439643213094719,0.441051027601988,0.343037743931169,0.276546034305854,0.24358990206429,NA,0.0865522545475932
"cbpA","b1000",0.202709147758311,0.399121031076752,0.109166050827582,0.386896549849079,0.351550518741231,0.243276669703712,0.109747975525835,NA
"agp","b1002",0.297546853287418,0.818562167542828,0.317177551314321,0.107373723653399,0.157868181031259,0.0561787267318043,-0.0333024216644845,NA
"yccJ","b1003",0.874511580718644,1.31099122939588,0.392143469216176,0.412000447517942,0.222330515137476,0.334632896163104,-0.0330917679146464,0.0947668266823573
"wrbA","b1004",1.12180962260631,1.37594184254839,0.297063040091802,0.403554001170397,0.219720046977842,0.378745874401515,-0.0625890379428399,0.183670014183032
"rutE","b1008",-0.0255858098879125,1.49105939451481,0.112142719156678,0.279526880998182,0.0588523515018128,0.105371437126694,NA,NA
"rutR","b1013",-0.00303009651099162,-0.290277194124798,0.245222891375956,-0.122265707543866,-0.15257378362774,-0.108830340072523,NA,NA
"putP","b1015",0.230437289347755,0.224746813886662,0.0428805299262358,0.143483239511567,0.269814136894208,-0.0141134065783274,0.191863422805053,-0.0856266006851359
"efeO","b1018",0.304257136113954,1.02925007395513,0.434274541125128,0.0664793205018826,0.642692093088176,0.536793238550491,0.653522554896,-0.00700430651781592
"efeB","b1019",0.281241558941743,0.662789576851646,0.310243790840688,-0.00942517008564842,0.483212461363408,0.635104931951785,NA,NA
"ghrA","b1033",0.00192551247229095,0.0775356083979425,0.219379350153934,-0.0471267203859008,-0.0189840278726929,-0.0359874685427758,-0.0790662991481117,0.293733381568031
"ycdY","b1035",-0.197840539494294,-0.360861398160738,-0.054916835139559,-0.118383849760617,0.0012278453122716,-0.0587227381325549,0.0525920999741674,NA
"ycdZ","b1036",-0.083847557072814,0.103263521234698,0.132765581110378,-0.0478180657597485,0.00991035062855511,0.000606869679741301,NA,NA
"csgG","b1037",-0.142002925173179,0.267249865191666,-0.0902861180911876,0.547190797790194,0.312661441934394,0.194262454630781,NA,0.193448037455812
"csgD","b1040",0.0433736769988606,0.814001085422397,0.0533895088930686,0.897466527294288,0.640592451574497,0.45081160888775,NA,0.190338267927887
"csgA","b1042",-0.165573888252652,0.00844120170380325,-0.150307278383135,0.220464693543811,0.394171652773432,0.0981159751211668,NA,NA
"ymdB","b1045",-0.131471188459284,0.0993115390050053,0.044576009497525,0.00975802039238505,0.122363063061358,-0.0778076165425405,-0.012218719141603,NA
"clsC","b1046",-0.321801293633037,-0.181733928587208,-0.257760012719376,-0.0534556068297783,-0.0655704603911903,-0.0822464079561026,NA,0.0364053232018564
"opgG","b1048",-0.02504067938184,-0.254689910922142,0.0437633419671665,-0.10114417662978,-0.0759344321704955,-0.0241777203313231,NA,NA
"yceK","b1050",-0.00854065636675827,0.0236563851342738,0.404394972744791,0.0951779116565123,0.224575635525083,0.160420228667612,NA,NA
"msyB","b1051",0.64324174718559,1.13176903786041,0.49161095828233,0.392777842980064,0.1363418209691,0.262489690653294,-0.0155807460996437,NA
"mdtG","b1053",0.288945454925701,-0.0401147828761138,-0.236065414850168,0.108932695191075,0.34908119244518,-0.0365448716820608,NA,NA
"trhO","b1055",0.365383535581686,0.463319467420626,0.492147683670685,0.099214186557179,0.235582115957522,0.0217453598582022,0.6275163968381,0.313790424167487
"yceI","b1056",0.0737037735669592,0.347489541777233,0.0474778269062213,0.149931493986536,0.147209039240647,0.0649829808536165,-0.0116519186771118,NA
"yceJ","b1057",-0.0436976672428471,-0.221971322503051,-0.0656495081543267,0.0150255304843933,-0.0119859152971156,-0.0512226492076727,NA,NA
"bssS","b1060",0.00643678270051568,0.644174873522341,0.154815023144572,0.265446642464694,0.0543638923842749,0.0447646536246575,NA,NA
"dinI","b1061",0.118125842815551,0.375770468052185,-0.0455575476688708,0.0847654356698306,0.0785503947370467,0.0854712993303235,0.387520915131868,NA
"pyrC","b1062",-0.104288320656756,0.718438046869866,0.30792615097753,0.0778841859780527,-0.000551690239453506,0.00580587946897534,0.0807618382245479,NA
"yceB","b1063",0.129643982214015,-0.109574742986504,-0.124543562444072,0.0773458025509844,0.0496600968435276,0.0588306333748056,-0.1051672137619,NA
"grxB","b1064",0.201031429612278,0.471345906280722,0.0591551797991021,0.233189486088918,0.226881110574691,0.067239188244766,0.0980084081169802,NA
"rimJ","b1066",0.0976121979801177,-0.131410861173467,0.0818285255373071,-0.0466495924219865,-0.177799885333019,-0.0832052786140908,NA,NA
"yceH","b1067",-0.0230756528676656,-0.0201587421928155,0.393534938359953,-0.0954175322774467,-0.189138996046473,-0.107634005832985,-0.297084474752764,NA
"flgN","b1070",0.226032868509614,1.5476990852117,1.51797134367279,NA,NA,NA,NA,NA
"flgM","b1071",0.0213327288992556,1.51334995376825,1.29141438376356,NA,NA,NA,1.12792798931028,NA
"flgA","b1072",-0.135138875827484,1.366892450404,1.4638699916504,NA,NA,NA,NA,NA
"flgB","b1073",-0.13699485938223,2.57704663497065,1.94603544749968,NA,NA,NA,NA,NA
"flgC","b1074",-0.275734697068193,2.57104323038829,1.77046522028962,NA,NA,NA,NA,NA
"flgD","b1075",-0.217126339190696,2.47184810720219,1.71288711124875,NA,NA,NA,NA,NA
"flgE","b1076",-0.26530737417319,2.36584860709686,1.71645160033996,NA,NA,NA,NA,NA
"flgF","b1077",-0.0856439854926503,2.04250393675069,1.55455870093781,NA,NA,NA,NA,NA
"flgH","b1079",-0.152692542768651,1.62403525810184,1.23039857170044,NA,NA,NA,0.249261116144683,NA
"flgI","b1080",-0.104204146961415,1.3691762249382,1.10797068018204,NA,NA,NA,NA,NA
"flgJ","b1081",-0.0684864532761492,1.20814271876568,0.865093703878572,NA,NA,NA,NA,NA
"flgL","b1083",0.449333046918957,1.62874482087539,1.53666270843627,NA,NA,NA,NA,NA
"rne","b1084",-0.106248859139497,-0.226820586036512,-0.0221677450117834,-0.0974368066743523,-0.0669521825705938,-0.104181990791159,-0.159201875814935,NA
"rluC","b1086",0.062769747729426,0.240816445626714,0.155743039030486,0.0138035864173985,0.155437696646985,-0.0781199618723626,-0.097985936366875,-0.0361491150341532
"yceF","b1087",0.271073897629342,0.101222431412999,-0.112314506272426,0.0315175543460301,-0.100797360401248,-0.0171428224875707,-0.268339235738008,0.0780581501081377
"yceD","b1088",-0.000662282604966202,-0.139529936296669,0.122710329476748,-0.0141720505856166,0.0734674896879213,-0.014445517313156,0.0937746632479234,-0.149780175077846
"rpmF","b1089",0.124359436775248,-0.0820044501336679,-0.0252462886949461,-0.0517790027909798,-0.138007356634358,-0.00291623788037595,0.0876629911811254,NA
"plsX","b1090",0.00979541636042297,0.0640317059619675,-0.0940524495115093,-0.0656655449996842,-0.133779705096373,-0.0152343142791224,-0.134679108168573,-0.201168480312107
"fabH","b1091",0.213615488297125,-0.0178217602677007,-0.0932037119689675,-0.108611824412351,-0.159296282154711,-0.0748645754073352,-0.0751381920082274,-0.106749481091918
"fabD","b1092",-0.0600266508474176,-0.233172311685536,-0.113633441391653,-0.0966001685796569,-0.201086331966868,-0.0229179835160515,0.0565022530078473,-0.0310276654878313
"fabG","b1093",-0.107082396885453,-0.421050475427272,-0.190259617106195,-0.105221050123642,-0.158654801825984,-0.0209164406362397,0.0207499849551374,NA
"acpP","b1094",-0.0776425013142797,0.170382138986159,-0.0997255614622228,-0.0180966401874146,-0.194892001828596,0.00153417247823989,-0.192934861607942,NA
"fabF","b1095",0.108968558830883,-0.0967691530321476,-0.0134586120890034,-0.048149545003971,-0.0208457549514405,0.135031474965999,-0.0498491315063895,0.0669642435366203
"pabC","b1096",-0.0907914269991772,-0.241759526633652,-0.231982462253626,-0.00332282536350625,-0.0898573556107187,0.0400479123956954,NA,NA
"mltG","b1097",0.126084104450577,-0.217572326834361,-0.155085264426016,0.0184346506514361,-0.0770108484476648,-0.0197190186716747,-0.794271729476826,NA
"holB","b1099",0.142963728090443,-0.197001888713524,-0.0584018121281403,-0.090323677939268,-0.180100493382079,-0.00878695686140635,-0.520447740522096,-0.0393789489614115
"ycfH","b1100",0.000364612183957891,-0.0248255654545524,0.209213673231335,-0.0702092420899757,-0.164151694540906,0.0114858560317497,-0.0840780305004679,-0.0410355553607191
"fhuE","b1102",0.557897658806371,0.683304165189295,0.0442899005642513,-0.0181684291617817,0.805176797915928,0.448439047880889,0.275362352521745,NA
"hinT","b1103",0.0351247469617644,-0.158219404976702,-0.0943845221329868,-0.0172883755996207,-0.153381681772402,0.185513575967042,-0.266436080015008,-0.0262352293081396
"ycfL","b1104",-0.123496198969635,-0.141191776144504,-0.1706855127315,-0.0548970497811349,-0.095893158054712,0.0701271024306225,NA,NA
"lpoB","b1105",-0.0800139915482701,0.016195523980166,-0.0423448383128963,-0.021148683276134,-0.143579292865814,0.0687140738303423,NA,NA
"thiK","b1106",0.0288981378917311,-0.48462406006535,-0.0978752351347332,-0.124369909496242,-0.226195850030442,0.0104890658212285,NA,NA
