Gene,41_1Ti9,E101,E1167,HS,H120,TA054,TA249,TA280,TA447,M114,E1114,MG1655,ROAR8,JJ1886,UTI89,S88
folC,6.185052631,6.369862397,6.662687393,6.456116363,6.487741927,6.300478981,6.180113784,6.344447322,6.700303264,6.282698017,6.361485133,6.019390105,6.372798189,6.237622188,5.763884929,6.126541263
folD,7.358210205,7.445046392,7.752359756,7.447220541,7.538063932,7.131177245,6.905926982,7.219882219,7.35770069,7.081584897,7.195839933,7.217928981,7.258284294,7.339619405,7.155477771,7.502151064
folE,8.834659886,8.290374201,8.759663476,8.627259973,8.486942214,8.440511342,8.134161088,8.768094948,8.624513186,8.493697604,9.207472825,7.958710268,8.288735813,8.597478731,8.007077981,7.806254761
folK,7.606290101,8.693754169,7.893408549,7.775427109,7.796645045,7.812290014,6.619756014,7.46004593,8.22019663,7.845040385,9.046040769,7.033610851,7.018070634,6.432841765,6.123920276,6.048700679
folM,6.035986889,5.922274036,5.880948609,5.763899926,5.923586517,6.015588517,5.581785734,5.576011493,5.528225491,5.473282327,6.562943451,5.037457402,5.449023536,5.056032356,4.536363129,4.593724393
folP,4.722642278,5.517782227,5.540743514,6.59557539,5.56123071,5.692833518,4.726329998,5.68364006,5.634299181,5.389355687,5.596873485,5.218349185,5.672208801,5.156984786,5.011409552,5.559922407
folX,8.586047711,8.429963103,8.545696267,8.489165792,8.786776038,8.500461782,8.409311037,7.736051575,8.660039817,8.492245599,9.18981811,8.881854813,8.394325617,8.904930962,8.700688144,8.601282099
fpr,7.204555075,6.141839764,6.387496331,6.610846519,6.35720454,6.502696762,7.18654517,6.866902039,6.139963251,7.413277122,6.657517847,7.457626603,6.913696864,7.49882826,7.493551375,7.382575432
frc,1.543775139,2.434652436,1.938754309,1.951423465,1.582619796,1.914485437,1.832211052,2.170794222,1.842996005,1.932349952,3.825461995,2.056666656,1.037845813,1.066704824,1.307739685,0.745109489
frdA,9.642190596,9.243297317,8.760051796,8.470488641,8.881621104,8.330254695,10.32550791,9.505333927,9.324108826,9.645256095,9.403175731,8.562535442,8.68785841,10.35568674,10.61286307,10.8095443
frdB,9.27387675,9.246148764,8.698191991,8.261979261,8.643224766,8.22297212,9.681498894,8.883650273,8.980639404,8.879762419,9.305636772,8.246753928,7.954640531,9.803695446,9.849591192,10.15133939
frdC,8.81641999,8.689302355,8.171325251,7.889484552,8.299068014,7.826818029,9.033822891,8.401599813,8.690539536,8.319659662,8.888718908,7.579943435,8.299063391,10.26974043,10.00829633,9.870757706
frdD,8.18819774,7.993926583,7.795168338,7.368372074,7.645072084,7.613554992,8.370685197,7.65960173,8.35349505,8.166967828,7.806503971,7.163896299,6.849231907,8.807227297,9.057926946,9.207746383
fre,8.796923441,7.80233965,8.307342603,8.178529392,8.197578847,8.313699558,8.280487875,8.290529151,8.148202512,8.106869268,8.033117434,8.171092725,8.109445659,8.07563642,8.005556945,8.325415585
frmA,7.633225043,8.253377382,7.366675452,7.239638364,7.462214748,8.470801021,7.820711646,8.492697327,8.081550572,8.469080832,8.14325676,8.349303778,7.987651086,7.739509948,7.603832029,7.864336715
frmB,6.493034658,5.603599081,5.84341316,5.73472313,5.203056284,5.991665976,6.429532107,7.525928813,5.376325378,7.034606959,6.198213306,6.294941976,5.849122172,5.771223639,6.425180953,6.561276478
frmR,5.670944683,6.029757921,5.534215547,5.487571448,5.629478821,6.603631071,5.596819386,6.518781083,5.792881512,5.793280011,5.560094113,5.832598928,5.271623494,6.291366354,5.811885731,6.080080912
frr,11.01908894,10.74115762,11.02429874,11.09050376,11.00975463,10.92217758,10.5236458,10.57951288,11.15466994,10.79177318,10.70170079,10.28113739,10.78662916,10.56109722,10.39815002,10.56571049
frsA,6.054046649,5.640661033,5.783996826,5.767381685,5.697460483,5.546057681,6.652538483,6.328171696,5.613793602,6.399728655,5.754020315,6.641283443,6.968863035,6.29544628,6.800343973,6.947836803
fruA,4.592924387,4.19970043,4.226018734,3.82790949,3.807426878,4.580935532,4.246944853,2.945408642,4.771239599,3.889270658,4.781630169,4.635598197,4.961828743,7.693571935,5.162132721,5.531052632
fruB,6.850694283,5.336176629,5.194491563,3.308350256,5.068519108,5.212979486,6.916359371,4.07821819,5.668237643,6.110910749,6.445649293,7.072317041,7.140599417,9.67455684,7.264952494,7.084234054
fruK,4.781756125,4.61363263,4.764089663,3.662233878,4.047239523,5.15023359,5.195609031,3.549129495,4.899063774,4.375738122,5.254572149,5.888345474,6.080619721,8.592178741,6.155376932,6.390063534
frwB,1.839956983,3.149043348,2.772572828,1.923666626,2.734406766,3.268188694,3.038762888,4.028370534,3.470427765,3.343109516,2.862159688,3.561553327,3.455196391,3.405800785,3.711488871,3.460130493
frwC,1.471361505,1.28264484,1.331734573,1.167098484,1.082631335,1.650257215,1.312167805,1.54068272,1.204338417,1.2046606,1.344443965,2.299269046,2.008016928,1.181396609,1.687356128,2.07596881
frwD,0,0,1.696110246,1.297264954,1.467330609,1.426856249,0.950179833,0,0,0,2.18398661,1.406756217,1.84917013,0.897992074,2.010251456,2.235623525
fryB,0,0,0,0.817414026,0,0.574844928,0.861089428,0,0,0.9244838,0.800189159,0.898075168,0,2.038361792,0.841459418,0.601158312
fryC,0,1.011683224,0.807511683,0.433951479,0.467981356,1.24286532,0.513824158,0.753424987,0.673062854,0.645784724,0.916913026,1.007756254,0.307740384,0.630999482,1.047974374,1.13280652
fsaA,3.183653329,3.272120666,2.491196362,2.491596856,3.092400672,3.652669222,4.130041457,3.422151799,3.539809422,3.179559163,3.226248852,3.257299293,3.894762945,3.95030153,5.262261244,4.420316247
fsaB,4.15925515,3.002558779,2.062562462,3.969196118,2.413485272,2.543179886,3.592018097,3.50171853,3.014758312,3.136446887,4.33800541,3.115482197,3.827251505,6.157343078,6.352977608,6.942491684
ftp,4.369270043,4.695547182,7.102418241,5.477258155,5.503932939,7.385867147,3.773876284,5.075018211,3.34994099,4.893899821,6.06397319,5.155515921,4.206869186,3.822952718,5.057471994,4.336911561
ftsA,6.990139375,7.260568706,6.905773742,6.977363351,6.832907154,7.314437546,6.871653773,6.89434114,7.239161873,7.065685703,7.223551731,7.222247819,6.895125112,6.832030626,7.388987292,7.531334265
ftsB,7.534001088,7.739696526,8.139330739,7.878160609,7.742028337,7.652621153,6.919516126,7.200992547,8.081522347,7.511132855,7.950115941,7.234536271,7.428976602,7.352235037,7.328375694,7.491210567
ftsE,6.362471449,6.9043447,6.608548982,6.721961096,6.684519436,6.81194454,6.235248479,6.670901965,6.513781232,6.189240772,6.785815457,6.19338542,6.569157685,6.180094277,6.469300472,6.744153986
ftsH,8.692827874,8.976012351,8.752373125,8.88734428,8.860859125,9.086843277,8.332003215,8.962364623,9.208393345,8.915912587,8.964542005,8.498015972,8.927859741,8.402666058,8.319445214,8.523535288
ftsI,6.342452536,6.242827011,6.413551159,6.530731265,6.016426866,6.697668279,6.013606794,6.130541817,6.586961576,6.278188441,6.512873059,6.638654117,6.528018791,6.291028722,6.421239897,6.967243681
ftsL,6.827480734,6.533067565,6.504844164,6.418479742,5.962892599,6.89079932,5.883348078,5.835983944,6.376658175,6.399869348,7.251802661,6.747856153,6.425972974,6.647350496,6.83538475,6.988071872
ftsN,7.438093113,7.773419811,7.731027208,7.634607764,7.722342733,8.052949886,6.761434919,7.265345079,7.791381335,7.138013474,7.464708007,6.654561116,7.268783845,6.952115037,7.225935643,7.108621411
ftsP,6.451099294,7.05096714,7.045975746,7.164804885,6.914479068,6.955837667,6.153071712,6.58827665,7.130675047,6.531028467,7.194760279,6.751150808,6.439327277,6.295198593,6.357526624,6.37254688
ftsQ,6.602473007,6.94219699,6.861063443,6.997177828,6.373538732,7.488656988,6.688743074,6.511941835,7.300841606,6.606764055,7.077219581,7.016270823,6.672153234,6.831379204,7.175434124,7.394032452
ftsW,6.584310125,6.610921209,6.487610893,6.586246937,6.069458759,7.014174991,6.110810462,6.220259673,6.96514315,6.865736698,6.881131718,6.517065845,6.558816606,6.275088514,6.734074376,6.830313326
ftsX,6.807990516,7.065551814,7.250266762,6.739551492,7.24192322,7.118607645,6.738039423,6.819707059,7.051892533,6.626538934,6.744516006,6.479999087,6.69911998,6.814170834,7.048569714,7.134505846
ftsY,6.092394612,6.747761797,6.374957862,6.411262738,6.25849921,6.554147529,5.82573056,6.185114718,6.645520762,6.138317311,6.10313157,6.423862612,6.02524139,6.042216612,5.958626262,6.107548797
ftsZ,9.374645016,9.60836199,9.212769886,9.213102171,9.197611944,9.495561456,9.313053371,9.349957799,9.550675665,9.473193079,9.506144853,9.559435884,9.276050704,9.533859221,9.701849617,9.725256895
fucA,3.302198023,2.911529003,1.488521875,1.884620498,3.873055568,2.791248288,2.102952044,3.157801503,3.16523962,2.581293222,2.399416525,4.808323027,2.480065132,2.373532773,3.943498524,3.700391962
fucK,4.24895936,4.599238691,4.246346326,4.281233561,2.494968175,3.657531552,3.899379724,4.875186718,4.311907322,3.170372075,4.325518742,5.419246634,4.146696608,3.759751133,4.489534621,4.261507997
fucO,4.624245988,5.308662379,3.097143322,3.834813705,4.710357493,4.329071912,5.070377686,4.550487063,4.90095247,4.951434298,4.871408441,6.315538564,4.72127925,5.253512837,5.688156292,6.258862841
fucR,6.190260806,6.842688926,6.214660442,5.988321189,6.340323201,6.722698391,6.46213561,6.470719124,6.464954422,6.369371604,6.994353816,7.348967497,6.310037265,6.690313082,6.853913319,6.925323895
fumD,4.887128327,6.482639393,5.646981418,5.886531813,5.68103576,6.335395071,5.167433529,5.13319468,6.498869855,5.508845977,6.838827022,5.586914782,4.846548597,4.457474177,5.7554433,5.850785752
fumE,5.082845872,5.263881705,4.811340113,5.61164016,5.166626738,5.474972571,5.474026756,5.307351476,5.527132285,5.773515427,6.247435568,6.223281369,5.747623511,5.777422117,5.234440101,5.3876936
fur,9.386593478,9.31347336,10.06074616,9.95639214,9.851486921,9.994059159,9.133552865,9.022303007,10.18847148,9.364756105,9.718828392,9.030174178,9.179809911,9.137780247,9.303409858,9.243215216
fusA,13.23098591,12.93813615,13.14935201,13.14590848,13.17937777,13.01706535,13.28810224,13.25287995,13.00797974,13.18673964,12.63420047,13.00138397,13.25378934,13.15466491,13.08982119,12.95140543
fxsA,4.585259568,5.633214987,4.400422295,5.565801978,4.717585356,5.125133771,5.2667248,5.078897316,5.370162854,4.438314879,6.098495997,5.660652085,3.279348041,4.493867229,4.360543584,5.225377327
gabD,4.858626941,6.220107153,4.408673435,4.076223695,5.337619795,6.194648861,5.140325182,5.27471132,4.261213528,5.38704764,6.274408677,5.57214594,3.635820182,2.091127147,4.843355874,5.067541672
gabP,1.242839663,4.119700294,2.953222424,2.098401911,3.655939026,4.058651014,2.619401919,3.544848876,2.563114367,2.63156277,4.913949597,2.996040001,2.167653516,0.976116655,1.915469012,2.572125206
gabT,4.860990083,6.280575325,4.50053987,3.618884843,5.394486611,6.612717003,5.163484702,5.315957206,4.403293902,5.54279641,6.046623285,5.145245943,3.626494773,2.229112678,4.761164348,5.10072982
gadE,6.931078283,7.48313372,6.328220005,5.665849309,6.747085564,6.331759882,5.488042966,6.956438363,6.87631468,6.639253219,7.52863005,7.027398492,6.96636795,3.493790591,6.347102426,8.020739807
gadF,0,0,0,0,0,0.654192983,0,0,0,0,0,0,0,0,0,0
gadX,8.33294323,8.648681459,6.898527053,7.27565157,7.886440304,8.492708399,7.428884762,7.029857999,7.350580781,7.958149782,9.751442897,8.742070367,6.869064621,4.647788136,6.730095884,7.223036044
galE,8.023446637,8.219007722,7.677778367,7.376339996,7.884790855,7.946591698,8.659075698,8.16978391,8.140462503,7.811542277,7.317513025,9.201698935,8.197004045,8.284336687,8.292760985,8.186118986
galF,7.408302372,8.538044446,8.529939431,7.645337152,8.530513744,9.828519345,7.528063866,8.413627585,8.551910461,7.612100446,9.282590202,7.757723526,7.351915459,6.888295997,6.469789594,8.222946001
galM,9.522772212,9.773756557,9.034900305,8.75634933,9.639235825,9.511153772,9.241966598,9.337634032,9.372998198,9.226692058,9.728606975,9.430861513,8.974321908,9.194157908,9.118139697,8.81606738
galP,5.650891498,6.372002999,4.885560735,5.279131866,5.872315873,7.401526584,6.23239514,6.368047313,6.583767679,6.515936997,5.482287579,7.470312722,5.867082698,6.405594419,7.516428614,7.708010924
galR,5.724089469,6.247970405,5.369387321,5.482558541,5.48391865,5.406469377,5.921658354,5.568103544,6.076728982,5.502680158,6.36886935,6.437083753,5.899867147,6.251115401,6.585298241,6.567446695
galS,4.45176824,6.157088644,4.741994304,5.057733062,5.166385507,5.973867956,4.253037859,5.183993807,5.46416718,4.673198601,5.041761862,5.787297163,4.427832799,4.426308681,3.703902314,4.326771112
galT,7.373242912,8.048891478,7.430022384,7.130152349,7.667993577,7.63273961,7.820056323,7.824100474,7.707131786,7.397217948,6.884543453,8.543478982,7.703554816,7.31523222,7.425381082,7.377853266
galU,8.302350578,8.543304295,8.503954359,8.336846726,8.582750766,8.812282696,8.593666351,8.606808177,8.757705817,8.016058865,8.533364076,8.290281621,8.380791086,8.678808539,8.747281373,8.869235562
gapA,13.79347254,13.57597115,13.17919991,13.53373249,13.31515868,13.2612917,14.18414603,13.67180429,13.86971961,13.72936727,14.13356338,14.32620776,14.07991206,14.35772997,14.15111745,14.00475682
garD,4.241248741,5.57769761,4.582616357,3.04327379,5.325151473,4.424065051,5.279080773,5.025815447,4.379981153,6.111241613,3.578788585,7.854544687,5.784443924,6.565867831,3.524814849,4.052404908
garK,4.480182141,4.931323501,5.046957085,3.838321448,5.094807472,4.738786578,3.9047029,4.026318905,4.67806238,4.92918779,3.963071853,6.481151766,5.316128109,5.322584347,3.294555222,3.424268989
garL,5.312528231,5.898974344,5.325058844,4.127068989,5.524409788,5.449386189,5.208345622,5.504712959,5.135828493,5.952471806,3.729250746,8.135386254,6.134968224,7.941039174,3.045825017,2.894550965
garR,5.278745648,5.640153233,5.518872238,3.64974259,5.509255318,5.089822897,4.394770131,5.270822206,5.08275118,5.450678433,3.608226961,7.130672603,6.071974924,7.074962743,3.236930804,3.491172228
gatA,1.427954797,1.437242668,1.023875971,1.292896695,1.369294705,1.185764226,1.123439291,0,0.92083926,0.602623783,1.182457994,13.21626947,0.778396483,0,1.338028997,0.457490313
gatB,0,0.852715232,0.864937535,1.857473667,0,1.086317394,1.235685254,0,1.404661602,1.118974624,1.433576933,12.50007322,0,0,0,0
gatD,0.675066145,1.162707303,0.947661455,1.036872268,1.504601291,1.283113787,1.339785836,1.162231087,1.278175172,1.269279357,1.045905272,11.22681814,0.891528737,1.434058302,0.822078618,0.965959753
gatY,1.554470143,1.141829661,1.066960169,1.34295182,1.421098491,1.208225329,1.671603885,1.637054984,1.849232529,1.118974624,1.433576933,12.68911819,0.287039744,0.841888701,0.932482492,0.800688637
gatZ,1.145853755,1.280625166,1.495633711,1.646271277,1.174768639,1.597256836,1.177602996,1.786182695,1.691828376,1.260026051,2.025372715,13.11784464,1.316272693,0.858524081,1.535506169,0.877427902
gcd,5.872447528,5.323665218,5.750505582,5.396488899,6.107414281,6.223856463,4.830642902,5.457935241,5.442164774,5.144891745,5.621444304,3.427648853,5.025605999,4.345514359,4.595849148,4.928333552
gcl,1.324363157,2.565812669,1.289722753,1.26227157,2.250021453,1.710701848,1.886208726,1.588197014,1.372642273,2.188599808,6.073079299,2.059826003,1.584100447,1.638430872,1.423988841,2.071693689
gcvA,4.477289658,4.553115412,5.102271892,5.270981807,5.212827925,5.371938101,4.593095639,4.422971352,4.682749015,4.980115762,5.121211987,4.54409466,4.326788972,4.476188131,4.575768764,4.780778655
gcvH,9.664729533,9.387129564,9.117748458,9.485439167,8.77821847,9.040768668,9.555582494,9.488035094,9.443511107,9.746811434,9.247286973,10.6161678,9.421582018,8.951943183,9.756194686,9.953564064
gcvP,9.349183639,9.563766713,8.874377454,9.4461713,8.694534895,9.14535974,9.281439872,9.233564297,8.875025814,9.750814134,9.563101951,10.15356347,9.024360517,9.353366117,9.620480595,9.504546576
gcvR,7.260881416,7.649961874,7.324697195,7.21817217,7.173402902,7.579261961,7.479557618,7.188686214,7.669770347,7.364515207,8.51316546,7.409728086,6.865699602,7.188245479,7.619653607,7.72542087
gcvT,8.952041163,9.651794858,8.963687887,9.315920215,8.450033809,9.040382216,9.028224569,9.115475453,9.207296764,9.143890687,9.459315798,9.874138058,9.173396693,9.182517281,9.475409776,9.650298549
gdhA,5.330067498,5.334113831,5.735349447,6.144286084,5.291105435,5.910971731,5.838291214,5.763307921,4.344812066,5.409436263,5.855869973,6.012819168,5.480052326,5.581364198,5.928748817,6.563376045
gdx,4.252691314,5.319406519,4.340232455,4.763802412,4.810849313,4.96209226,3.932794524,4.100003577,4.459207241,4.066490417,4.903906569,4.479777169,4.075800604,3.90010102,5.069140241,5.714110021
ggt,5.268152282,5.641990051,4.881101233,4.807933832,5.899754209,5.474786165,4.225749694,5.450210042,4.944593391,4.312158193,6.512429558,4.706648429,3.43423923,2.04464271,4.737781727,4.665109795
ghoS,8.86507945,6.843934972,6.022828839,5.655334957,7.056528367,6.457137489,9.40116244,8.134114783,7.610741552,8.511144743,7.507692205,4.019072826,8.746902585,9.369582185,9.29985287,8.365987137
ghrA,5.392729765,6.522719029,6.47905165,5.765639247,5.320439662,6.486149073,5.324375732,5.422615284,6.172059897,5.580147474,5.383069719,6.701911656,6.02631672,4.008591141,4.717526533,4.77940296
ghrB,7.653225028,8.283332776,7.305969227,7.621485543,7.33432503,8.066797732,7.27304644,7.390462821,7.749492808,7.54787721,8.13846517,8.377368031,7.608801379,8.218303356,8.047840258,8.035246801
gldA,6.876397276,5.310928017,5.186092998,5.158313624,5.173339206,4.905336319,7.31240781,6.266292297,5.818629107,6.204736986,5.729012052,4.661057687,6.71273449,7.910734511,8.41292924,8.953837851
glgA,7.510318633,7.986322719,7.024854435,7.104868719,7.495312602,7.747827996,7.323260078,7.403662429,7.296369731,7.221657156,8.648557056,8.468379105,7.250430348,6.981136491,7.706587279,7.793686963
glgB,7.22900975,7.785276719,7.012418355,6.989376193,7.592763585,7.595725163,7.143432857,7.178976177,7.192159465,6.941242085,8.441315843,8.007348748,7.060126994,6.993129879,7.693587528,7.921142612
glgC,7.294038858,7.635031985,6.812896375,6.984106359,7.264519587,7.485759532,7.231763161,7.380880201,6.943393507,7.177967868,8.113914768,8.475524833,7.365987325,7.043864456,7.556854379,7.894766245
