Gene deletion	alpha_max (min-1)	Odmax	ECKnb
yncJ	0.009372841188553	0.616927725551773	ECK1430
yegL	0.010018419785876	0.652435319665841	ECK2067
yehK	0.010033817274687	0.672333835368848	ECK2110
ymfL	0.009753259844491	0.614675783368865	ECK1133
ycgR	0.009053239008535	0.619983639541278	ECK1182
ynaK	0.009825002418152	0.642868112078608	ECK1363
ydcA	0.009504345395393	0.669769150067878	ECK1411
hicB	0.009476102950451	0.652965971943951	ECK1432
ymfM	0.009882984169648	0.629402488289942	ECK1134
ychH	0.009649135367837	0.587515338748441	ECK1193
yciN	0.010042308291181	0.657004018407398	ECK1267
smrA	0.009777217424906	0.644221359454064	ECK1337
ydcY	0.009964568364252	0.626719630001362	ECK1440
yehM	0.009979238046965	0.609496172774696	ECK2112
pgaD	0.010001792029111	0.605077683578003	ECK1011
ycfL	0.009465822899088	0.634706317351856	ECK1090
ymfR	0.010218352890749	0.665000128382577	ECK1136
tfaR	0.009890409167226	0.586443154491866	ECK1368
ydcZ	0.009552084980628	0.612001861189901	ECK1441
gfcC	0.009571497167715	0.668201413584815	ECK0976
ymjA	0.009468608521213	0.622704660698874	ECK1290
ydaE	0.009684076549106	0.611108143158529	ECK1349
yncE	0.010016902490975	0.55885431656684	ECK1446
gnsA	0.009473748612514	0.626703684952865	ECK0982
ymfQ	0.010032002237679	0.637813211631457	ECK1139
yciC	0.010649664782956	0.637223132770769	ECK1249
mpaA	0.009700298149091	0.658252369339031	ECK1322
ydaF	0.009720284726269	0.681593487726711	ECK1352
ydbH	0.010378075646239	0.651218926351562	ECK1378
ydcK	0.010653250107537	0.652239858954465	ECK1421
ydcD	0.010268766938601	0.608787607218238	ECK1451
yehA	0.009468762474465	0.656142936103773	ECK2101
cbpM	0.010001767598131	0.670509183355649	ECK0990
opgC	0.012421228804877	0.642287540457385	ECK1033
bhsA	0.009840353076425	0.616364312881451	ECK1098
ymgC	0.010166023262736	0.650973907801277	ECK1154
yciE	0.009494660338102	0.662758412105916	ECK1251
ynbE	0.009962326108662	0.646052877979843	ECK1379
ydcL	0.00997241456398	0.654248798238739	ECK1424
pptA	0.009559144774199	0.657147311820127	ECK1455
ykgJ	0.011035781642161	0.656087526222151	ECK0287
yaiO	0.00880287121522	0.64461827580303	ECK0355
yaiE	0.008788852419886	0.544825822430106	ECK0386
ybeL	0.010463765669621	0.66975868188326	ECK0636
ybfB	0.009560700006265	0.549424265615439	ECK0690
ybiA	0.009166513171473	0.623602624223857	ECK0787
ybjO	0.010134850241749	0.636196757005099	ECK0849
ycdY	0.009623253332755	0.655014816890453	ECK1021
rzpQ	0.008549799274285	0.69128831246527	ECK1547
yaiP	0.009224254420257	0.634034327075679	ECK0360
acpH	0.009954872218479	0.672481781754671	ECK0398
