Gene deletion	alpha_max (min-1)	Odmax	ECKnb
allE	0.008471655543327	0.632847866812423	ECK0508
ybcH	0.009950817503116	0.604026522667962	ECK0559
ybeR	0.010255410717082	0.668375798059296	ECK0638
ybfC	0.010167848335664	0.670100223538348	ECK0692
ybiJ	0.00959210650806	0.65544584773432	ECK0791
ybjD	0.009884330123782	0.646747807490373	ECK0867
ycbJ	0.010081652639337	0.57086751726748	ECK0910
yafZ	0.009655348042296	0.585537656989865	ECK0254
ecpB	0.010204350707216	0.551619895181567	ECK0291
yaiV	0.009912932810237	0.589922201081888	ECK0370
ylbF	0.010055932775655	0.607626028325698	ECK0513
ybeU	0.009316001487946	0.559252923085965	ECK0641
elfG	0.01022858890284	0.577338278913078	ECK0932
yceJ	0.009858056773813	0.501884070265499	ECK1042
yneG	0.009914234751755	0.694177050213462	ECK1516
ybgE	0.010085081951547	0.64100971270285	ECK0724
ybiU	0.010398998615378	0.585405574318333	ECK0811
ycbU	0.00900224242381	0.675658636907772	ECK0933
yneK	0.010049621444036	0.635378307628034	ECK1520
yahE	0.009812221031767	0.682469201200262	ECK0317
yaiY	0.009906473496632	0.611755548220811	ECK0374
ybaN	0.009677457570256	0.64981690384639	ECK0462
ybcN	0.009927196257324	0.562313690587274	ECK0538
ybdD	0.009230660531413	0.632175654050761	ECK0592
ybgS	0.010077370916516	0.611617007310674	ECK0742
ybjH	0.009405162919824	0.682366185831513	ECK0833
roxA	0.009400113096781	0.62710136031217	ECK1114
ydfZ	0.009476807640693	0.658661042683524	ECK1534
yagK	0.009583148418357	0.659187293321473	ECK0276
yahG	0.010117112928367	0.685237040147979	ECK0319
ybaP	0.010057562762395	0.631679248865408	ECK0476
ybcO	0.010378117444809	0.624648767086926	ECK0540
ybdM	0.010201159556301	0.680639513073223	ECK0595
ybjC	0.00977256188896	0.627739887170314	ECK0841
tfaQ	0.00921928400096	0.655551743270081	ECK1539
yagU	0.009567976914157	0.668964747272442	ECK0286
yahO	0.009593308028924	0.666943533407397	ECK0327
yaiA	0.010809401062969	0.674670792006733	ECK0384
quuD	0.009706711818217	0.673075443418031	ECK0543
ybhP	0.010452043750464	0.693885381200853	ECK0779
ybjN	0.010553019077583	0.698955179428526	ECK0844
efeB	0.009090374175061	0.677285344796787	ECK1009
stfP	0.009678057459327	0.607271120081524	ECK1140
ycjX	0.00935513031787	0.637295516381966	ECK1317
rsxG	0.010671325748134	0.674905287777402	ECK1627
yejK	0.010121289104512	0.67352405258801	ECK2180
ygcP	0.009340466014295	0.625486688028929	ECK2763
yacH	0.009766203191621	0.627118312686965	ECK0116
yafW	0.010033043744144	0.629683206115124	ECK0247
rhmR	0.010274162318803	0.630692292995203	ECK2241
ybgL	0.010047189586012	0.582031798493274	ECK0702
ycgB	0.010416655999208	0.68283356648253	ECK1176
ycjF	0.009984204098844	0.617897173791543	ECK1318
yniA	0.009961937982087	0.612338927589203	ECK1723
yejL	0.009876474543387	0.618085419645627	ECK2181
yacC	0.009955665294178	0.649227785996305	ECK0121
yafS	0.009686424837134	0.649289408298754	ECK0213
ykfH	0.009744296340905	0.658544383920576	ECK0248
ydcJ	0.010325612608375	0.657579110590557	ECK1417
yeaO	0.010018612394426	0.651927539322587	ECK1790
yfbK	0.00962565262701	0.653586032920635	ECK2264
yqcC	0.00960569993924	0.588690272145328	ECK2786
yafT	0.00971093747997	0.643077948993694	ECK0217
yffB	0.009631575817922	0.585465522096382	ECK2466
frmR	0.009672684680851	0.671292222795116	ECK0354
yedP	0.010323822097724	0.642481757937759	ECK1953
yfbV	0.009776443665087	0.607804575742655	ECK2289
yfeX	0.010069181734393	0.648431480796785	ECK2426
rlmM	0.009688423840518	0.603564164884966	ECK2801
yadK	0.010178433129046	0.636409712897411	ECK0135
yafK	0.009575451061366	0.623031623863113	ECK0225
tmcA	0.00962625903239	0.672410179107583	ECK2470
yaiI	0.01006435802302	0.571352934830874	ECK0382
ychA	0.009765987938803	0.60610747846979	ECK1202
yedI	0.009509019857472	0.648551667999997	ECK1956
yfcF	0.010046716613041	0.655953158326469	ECK2295
iscX	0.009464649887318	0.597971290414504	ECK2521
yaaX	0.009304207441118	0.662855868671578	ECK0005
yadL	0.00981029431559	0.648731727083613	ECK0136
yafO	0.009973908234044	0.696218647160599	ECK0234
yphA	0.010604923187713	0.664532943339205	ECK2540
ynfA	0.007823584078337	0.613904580775815	ECK1577
yciU	0.008546587196218	0.451403725344076	ECK1242
mtfA	0.008894312275043	0.586251627394001	ECK1972
ratB	0.009412983682468	0.62988002305517	ECK2614
yaaI	0.009888455052277	0.649961990224164	ECK0013
yaeH	0.010139342555874	0.688183524693465	ECK0162
sufE	0.010180611222392	0.644777642022173	ECK1675
yfjY	0.009505809351305	0.627735501503915	ECK2640
rlmH	0.009674654270043	0.608528204811384	ECK0629
yciI	0.009777217424906	0.648326765559853	ECK1245
ydeI	0.009736791479598	0.645083128852533	ECK1529
yeeX	0.008952577909862	0.551883257502751	ECK2001
yaeP	0.009170414621154	0.639539942851405	ECK0189
frsA	0.009715370896068	0.451550444876282	ECK0240
ydjM	0.008814837023957	0.611299645213273	ECK1726
yeaL	0.009690958275652	0.643891469667524	ECK1787
yciS	0.011113587418456	0.718933926897969	ECK1274
ydgA	0.009464926898595	0.637640811842284	ECK1609
yeiB	0.009787806131739	0.655504543206298	ECK2145
yfcZ	0.010126839557381	0.659461778514203	ECK2337
ygbK	0.009564566459088	0.610419747925971	ECK2732
zapD	0.009752294874918	0.549011580694247	ECK0102
yaeQ	0.0097879599892	0.612036854433061	ECK0190
ykfI	0.009965497185209	0.613832331304114	ECK0246
yeeS	0.010078309159099	0.592908735731127	ECK1995
csdE	0.009483353586821	0.644659972638513	ECK2807
ybeT	0.009959790936821	0.53469426249172	ECK0640
yedK	0.010584024213667	0.634400155974651	ECK1930
yedJ	0.010618031232788	0.607320648635957	ECK1960
grcA	0.010339308804761	0.611462372480269	ECK2577
ybdK	0.010796109491501	0.658060165993868	ECK0573
anmK	0.010331890221737	0.622926095238947	ECK1636
yacL	0.010547999905092	0.667420803664686	ECK0118
allA	0.009699054475566	0.533645634850642	ECK0498
yliI	0.010036567742362	0.513186518257452	ECK0827
sxy	0.010012521890964	0.644409118982227	ECK0950
rsmH	0.00940996535294	0.639423560068603	ECK0083
sufA	0.010529235612692	0.619654442006756	ECK1680
yfcA	0.009641535740003	0.596150517340537	ECK2321
yegU	0.010188219110152	0.580844052557336	ECK2092
satP	0.009908585995696	0.638355465931772	ECK0010
dtpD	0.0098999721508	0.65531874033751	ECK0698
ydiU	0.009635966026986	0.629897540629804	ECK1704
yadE	0.00956766146071	0.639811802089294	ECK0129
ybjL	0.009719042338425	0.608128831579719	ECK0838
yccF	0.009498815229247	0.64174176748853	ECK0952
ybeY	0.010112390234629	0.62875080862577	ECK0651
ydjA	0.009389240199313	0.556321254620016	ECK1763
ygeA	0.009621996332752	0.621870257078134	ECK2838
rcnR	0.010065672128128	0.67758235575929	ECK2098
yadS	0.009777217424906	0.644433679583376	ECK0156
ybjE	0.009802882284924	0.629878231237324	ECK0865
msrC	0.009983858494921	0.634813569295772	ECK1831
rayT	0.009484529402591	0.651876950677257	ECK0229
ybdZ	0.00982586436378	0.598141749529669	ECK0578
amiD	0.010737763450499	0.676806453565164	ECK0858
yccT	0.00981478092199	0.61221884727492	ECK0955
msrB	0.009637446433772	0.642979470573814	ECK1776
btuF	0.009149571887902	0.636779832220671	ECK0157
yohJ	0.009690942970861	0.636315930927072	ECK2134
yafQ	0.009625276047258	0.650988285861349	ECK0226
clpS	0.009919575329622	0.677507821772191	ECK0872
yeiH	0.010320391640509	0.603799821427558	ECK2151
yafP	0.010007647378241	0.64561675922917	ECK0235
ybjX	0.010205217177507	0.615424746397967	ECK0868
efeO	0.010062563496687	0.671851929478935	ECK1008
rutC	0.009686508882834	0.667052554044871	ECK1001
iscA	0.008535265356911	0.592345218363356	ECK2525
yohK	0.009617580253883	0.605789719210611	ECK2135
paoD	0.009770386183993	0.663752983151689	ECK0282
frc	0.008951870778048	0.608305371973145	ECK2370
ycaP	0.010321360894952	0.601112770440886	ECK0897
yebC	0.010274770052799	0.62976650774303	ECK1865
ygbL	0.010158060666832	0.661752662536646	ECK2733
ybhK	0.008968963331949	0.545688824628516	ECK0769
nupX	0.009764712986346	0.645376538033871	ECK2154
ddpX	0.009289793447136	0.642381349161013	ECK1482
yqaE	0.009867707708703	0.636194666779898	ECK2660
rdgC	0.009540697330989	0.618205527623025	ECK0388
ybgF	0.010548394671761	0.609379948824326	ECK0731
ycaR	0.00908573513207	0.553165110982826	ECK0908
yedA	0.009920754602419	0.635604703680195	ECK1957
ynbB	0.010182953556189	0.67594213962473	ECK1402
rutE	0.009938696489945	0.640047196602335	ECK0999
psuT	0.009408288997496	0.652342378080377	ECK2157
ybbY	0.009710514613245	0.63559663130386	ECK0506
rsxA	0.010054968604385	0.640942373924482	ECK1623
ygdD	0.007608434952296	0.507811232047469	ECK2802
ybaQ	0.009773769159165	0.64605575355961	ECK0477
pgl	0.008420534368065	0.618622814235372	ECK0756
ldtD	0.009830826427847	0.578300786133292	ECK0916
yeeN	0.009819577525016	0.549989985843455	ECK1978
ydeJ	0.009336875124451	0.544758921145056	ECK1530
ycdX	0.009678155570608	0.615264600398856	ECK1020
ybhB	0.009924939516677	0.669440307190807	ECK0762
ycjS	0.009367385889685	0.641492784888292	ECK1310
bamB	0.008163854362295	0.556026716080896	ECK2508
allC	0.010005887299859	0.547423161866587	ECK0509
dtpA	0.009470522654246	0.599351524561741	ECK1630
mnmH	0.009946080457364	0.666047256236561	ECK0496
ybhH	0.010042830533765	0.643487419568804	ECK0758
ycbK	0.009504816362751	0.606920803660461	ECK0917
yfaE	0.010247874726207	0.625412033064222	ECK2228
ydjI	0.008666991689613	0.465309091359885	ECK1771
yciV	0.010283814788074	0.664578783320733	ECK1260
uspE	0.007973478702507	0.543178698439628	ECK1329
hcaR	0.009935184341581	0.651694465790438	ECK2534
cobB	0.009929133821092	0.614333150088217	ECK1106
mraZ	0.010136810613629	0.623999113194235	ECK0082
nrdR	0.00936027587432	0.599976529731033	ECK0407
eamB	0.010416304003956	0.627134126966139	ECK2576
entH	0.010168279982502	0.622987087544138	ECK0590
yfaL	0.009665057885805	0.63748759076846	ECK2225
yfcC	0.009776862617413	0.646630706596354	ECK2292
yfeO	0.010773815355949	0.631545758942712	ECK2385
yfhR	0.010680917358932	0.605054727387401	ECK2531
truD	0.010042671287133	0.630897488672347	ECK2740
ybjQ	0.009321445515818	0.629800743477145	ECK0857
raiA	0.010009332045389	0.660167327074594	ECK2594
mngB	0.009628734417948	0.642644555773537	ECK0720
osmF	0.009218786062083	0.650955416481063	ECK2124
nudI	0.009886912073566	0.644587099343421	ECK2244
yfcG	0.009777572232399	0.619363220580458	ECK2296
yphF	0.009264740886466	0.649497591842318	ECK2545
yaeR	0.010281171374919	0.652710755669318	ECK0186
ycjG	0.009790540861743	0.64709467671281	ECK1321
fadM	0.010328523209579	0.588429947511526	ECK0437
rutA	0.010517908211789	0.621579581469145	ECK1003
ygaZ	0.009441452771918	0.638558515530225	ECK2676
ycaO	0.009770925196926	0.615243961834655	ECK0896
yegE	0.009328305677464	0.584530747550467	ECK2061
yfcH	0.00966376355266	0.625983618701247	ECK2298
murR	0.009916381974774	0.63833225528994	ECK2422
mak	0.010094313014433	0.631200419915483	ECK0389
rhmD	0.009902102429467	0.662953519053808	ECK2240
ybgC	0.009945688073447	0.640222831681052	ECK0725
ykfG	0.010179105225073	0.638419977910364	ECK0249
ymdB	0.009415069917977	0.629200216787545	ECK1031
yeiI	0.010426555877681	0.634685098069075	ECK2153
arnC	0.010306624653544	0.662900283997701	ECK2247
yfcJ	0.008985989667083	0.587659396860873	ECK2316
ypeA	0.010191816702634	0.646933683557372	ECK2429
mltF	0.010253668481295	0.653969948277791	ECK2556
ybhM	0.009942588285746	0.626191157528783	ECK0776
rlmN	0.008950010600729	0.61597765910697	ECK2513
lsrF	0.009571267608714	0.641328695070858	ECK1510
yciH	0.009662018230937	0.571851499091492	ECK1277
yciA	0.010237321030395	0.620708971082112	ECK1247
mdtC	0.009925997735456	0.635207091854584	ECK2072
yeiR	0.009439527538927	0.63897630192372	ECK2167
arnT	0.01046157444195	0.634727536634638	ECK2250
gtrB	0.009697007417047	0.636238998460983	ECK2345
nudK	0.010458725400588	0.664215276934704	ECK2462
yfhH	0.009257772506771	0.637712196762171	ECK2559
yfiH	0.009571343198698	0.62975411505865	ECK2591
ydiF	0.009633221044049	0.602854884574178	ECK1692
yagA	0.009192771191932	0.642813363937974	ECK0268
ydcS	0.007993188156307	0.596021017098597	ECK1434
yejA	0.008973776732765	0.631867092770572	ECK2171
menH	0.009495459799611	0.654682052594727	ECK2257
yfgF	0.009723877311723	0.65253292525412	ECK2499
trmN	0.010034274564672	0.628555254076357	ECK2573
ypjD	0.009868318904099	0.528448425904038	ECK2608
leuE	0.008876465936849	0.641509291943984	ECK1796
paoC	0.00887182630421	0.654338517050023	ECK0283
yddE	0.009826515798815	0.63097385367036	ECK1458
yegS	0.009124138980911	0.633784347551033	ECK2082
yejH	0.008775309644825	0.636444020454363	ECK2178
yfbS	0.009077838227199	0.63909116951139	ECK2286
ypdB	0.009093736534581	0.642927713295812	ECK2377
pka	0.010208618244191	0.63128801193002	ECK2582
nagK	0.00961226879094	0.563932885080439	ECK1105
ygbM	0.010054718279082	0.575627314394694	ECK2734
tsaA	0.009057939615886	0.660493256129863	ECK0195
ftnB	0.00902096319563	0.62296987084141	ECK1900
paoB	0.009617303170392	0.628057146393489	ECK0284
yeeD	0.009472542772378	0.533902283040628	ECK2006
ypdC	0.00940189986679	0.643848943283846	ECK2378
ygcB	0.009916578406109	0.663800289509675	ECK2756
ygdQ	0.008869539302832	0.62446500716311	ECK2828
ydiB	0.009186098826625	0.64157572058426	ECK1690
rluB	0.008946304908625	0.566861127871358	ECK1263
mdtH	0.004828445176617	0.173657294466424	ECK1050
yciM	0.011743376496176	0.732054919301489	ECK1275
ydaN	0.010157893422806	0.608220966556728	ECK1339
ydcU	0.009081054457404	0.63888491947924	ECK1436
ydhC	0.009502815108447	0.663846293445374	ECK1656
yniC	0.0098257184944	0.628825124923974	ECK1725
lhgO	0.01035602448324	0.659589900232789	ECK2654
lplT	0.009610840866916	0.623362918515578	ECK2831
dusC	0.009342170530932	0.583464148421826	ECK2133
ycfH	0.009561566946261	0.607797160305412	ECK1086
gmr	0.011083926302995	0.671598635267831	ECK1280
mdtK	0.009284255112244	0.6339702587813	ECK1659
ynjF	0.010265856589674	0.58161662166342	ECK1756
ygaV	0.009778824970606	0.654957000449866	ECK2661
ycbL	0.009925592428027	0.654850372115675	ECK0918
ygbJ	0.009315024957469	0.659279757195214	ECK2731
tqsA	0.008870345742214	0.643515752629412	ECK1596
ycgL	0.010233967546807	0.593731248688629	ECK1167
puuD	0.008219603792868	0.625304265021328	ECK1293
ttcA	0.009901023788441	0.61040597693471	ECK1341
yddW	0.009290872920781	0.636141541181174	ECK1485
ydhY	0.009492132985407	0.568685348721737	ECK1670
pncA	0.007356453428094	0.450428257537788	ECK1766
ygaP	0.009953014102791	0.649025110638783	ECK2662
yccM	0.009981566731564	0.622138222106165	ECK0983
nudJ	0.010433448150357	0.648471653833013	ECK1120
ycgV	0.010303350591507	0.64547422109825	ECK1190
puuR	0.008987524068126	0.626996461176265	ECK1294
yqcE	0.010219899842855	0.646348964904728	ECK2769
ycgM	0.009582072779099	0.611977589531089	ECK1168
ycjN	0.010275792300234	0.63256288226612	ECK1305
ydeE	0.01214861402044	0.611094888558973	ECK1527
ydiM	0.009094177412152	0.554869852800866	ECK1688
yeaI	0.010073271295253	0.6660842819469	ECK1783
queE	0.009471053029838	0.648176554831777	ECK2771
yddH	0.009782716792649	0.669305783352755	ECK1456
rhtA	0.009397500661016	0.64494261976364	ECK0802
bluF	0.009619681382215	0.6342215810752	ECK1150
ychN	0.009558715543202	0.546160587040776	ECK1213
ycjT	0.010129593454139	0.635708649570021	ECK1311
ynbA	0.010379917004644	0.635187461106388	ECK1401
ydhJ	0.008904613410074	0.648859572892296	ECK1640
ydiN	0.009379995998697	0.672374150509813	ECK1689
yqaB	0.009578044269483	0.586241463477324	ECK2685
queF	0.009326076881416	0.678845702150076	ECK2789
norV	0.009687596121537	0.64995483897788	ECK2705
pgaC	0.007340802991273	0.475022334674344	ECK1012
ychO	0.00969988589174	0.63032526512827	ECK1214
ynaI	0.009973444449251	0.668137807821211	ECK1327
ydcN	0.009481728937549	0.617867268835443	ECK1428
grxD	0.010149763889598	0.563914676078494	ECK1650
ydiP	0.00949706895604	0.651147767997589	ECK1694
nudL	0.009944396509822	0.682798981828469	ECK1811
norW	0.009912017911613	0.633625130222134	ECK2706
rppH	0.009530212907457	0.646301046304676	ECK2826
glxR	0.00954062462896	0.631630515385811	ECK0502
rluE	0.009200161621484	0.625488621939257	ECK1121
yceA	0.010487519380994	0.692105381901671	ECK1040
ychJ	0.010396929379158	0.673607980373031	ECK1228
ydcR	0.009775609879206	0.664133610970982	ECK1433
yoaE	0.009131705849111	0.646215092062954	ECK1814
yedL	0.009633524457744	0.634706317351856	ECK1931
yqcA	0.009738826259617	0.635879540407509	ECK2784
yahD	0.00921208433737	0.640661981260539	ECK0316
ybaV	0.009584594851663	0.605663561640809	ECK0436
ybgK	0.010564139994744	0.654323182700561	ECK0701
ybhG	0.010377951846797	0.621588757609204	ECK0784
gstB	0.009778972233083	0.625814390138813	ECK0828
yebK	0.008845101692423	0.637356950680913	ECK1854
ppdC	0.010353993709364	0.62966824010488	ECK2819
arfB	0.00981837812276	0.63567720628659	ECK0191
yahF	0.010116571646059	0.67820130479831	ECK0318
queC	0.009747235681776	0.543584208723666	ECK0438
ybhA	0.00960726004117	0.633655150849432	ECK0755
ybiB	0.009682416198177	0.558422562031193	ECK0789
ycaL	0.009933195865459	0.603432620282268	ECK0900
stfR	0.009256072785197	0.636392756583955	ECK1367
yafE	0.009931864065619	0.66466338102036	ECK0210
ybaE	0.009930382213593	0.644937693811744	ECK0439
ybdG	0.009642182913456	0.615459436347076	ECK0569
ybhI	0.010068874747384	0.619915666090095	ECK0759
mntR	0.009777217424906	0.55342868259388	ECK0807
ybjJ	0.010216417888255	0.66065483434223	ECK0835
rlmL	0.009867407409833	0.628527680131503	ECK0939
stfQ	0.010262052416024	0.668015607403913	ECK1540
ybaZ	0.010378369197237	0.595650534139772	ECK0448
ybhN	0.009741044436685	0.66134962981832	ECK0777
ldtB	0.010092736863848	0.663430342845215	ECK0809
cmoA	0.00858115017247	0.556243708757802	ECK1871
nrdI	0.00929134358219	0.640480342983411	ECK2668
quuQ	0.009672640460294	0.671960103779281	ECK1553
yafJ	0.010278771135854	0.668252152865191	ECK0224
iraP	0.010275880779708	0.663328250589803	ECK0377
ybeD	0.010205220573692	0.634009155040486	ECK0624
clsB	0.009321105376203	0.556219029753967	ECK0778
ybiV	0.010246393230458	0.609053172580292	ECK0812
rlmI	0.009586383172181	0.590487030019116	ECK0958
cmoB	0.008802571345504	0.556487522612209	ECK1872
mprA	0.010753537086584	0.610415036002945	ECK2678
essD	0.009970903973243	0.641375099081141	ECK0545
yaaJ	0.009703581219831	0.679747872807655	ECK0007
yaiC	0.009740323171578	0.623426577193663	ECK0380
ybaB	0.009957960225552	0.608664504832593	ECK0465
ybeX	0.010666397443731	0.639820271012982	ECK0650
yliE	0.009971496540599	0.62995303761339	ECK0823
etk	0.009474509641377	0.587330825144314	ECK0972
yecA	0.008576661742477	0.633327308703679	ECK1907
pphB	0.009452251246628	0.638912576472498	ECK2729
ykgF	0.009118130693626	0.662503919844467	ECK0306
ycaC	0.010164782950625	0.668824863125914	ECK0888
yedF	0.009651825841586	0.498845612506797	ECK1929
mazG	0.008576621628275	0.64251322489697	ECK2775
sgrR	0.009832834773937	0.63875958859712	ECK0070
yahA	0.00967571560439	0.646188049088785	ECK0313
ycaD	0.009951539402649	0.619201968768446	ECK0889
wcaI	0.008079327503966	0.448404637565395	ECK2044
yehY	0.010633442731985	0.639471734612742	ECK2123
rcsD	0.009508069065697	0.575624037221462	ECK2209
trmJ	0.010013207124358	0.639848623460048	ECK2529
cof	0.0101532311287	0.6155094113112	ECK0440
dsrB	0.009648635235377	0.624145114854022	ECK1950
mzrA	0.009096282558624	0.621247870695163	ECK3087
gluQ	0.009994892521655	0.659178816321515	ECK0143
yohD	0.010715071916099	0.646437457851675	ECK2129
yfaY	0.009760239996976	0.631364323580131	ECK2242
hcaE	0.010250573681332	0.626409458927573	ECK2535
ninE	0.009231195875781	0.537130614495112	ECK0539
preT	0.009312308419798	0.632672125061541	ECK2139
pdxK	0.008431855178258	0.515036197861681	ECK2413
yhhW	0.009724109790991	0.633351684447313	ECK3424
metQ	0.010234575330566	0.638345037399164	ECK0197
yajO	0.009829926183544	0.604545977591421	ECK0413
wcaE	0.009716314591576	0.662883336162677	ECK2049
yohF	0.009932771773198	0.632129399373121	ECK2130
alaA	0.009331625992051	0.625752486207788	ECK2284
yfhL	0.010549271140334	0.679958526740305	ECK2560
csdA	0.010012578647225	0.669436275370792	ECK2806
uspG	0.010118509987312	0.623453558510974	ECK0601
rtn	0.009137945828868	0.599564047706046	ECK2170
murP	0.009766889634492	0.631522570414997	ECK2424
yaaA	0.010550262437274	0.642250116833644	ECK0006
dinJ	0.009991750343263	0.637847576054564	ECK0227
yajG	0.009111194109826	0.634199503610449	ECK0428
wzc	0.009329123680043	0.641553818877683	ECK2054
psuK	0.010533138927844	0.596498226719613	ECK2159
fadI	0.010427329938176	0.608809889560982	ECK2336
yfiE	0.009844404307904	0.649216975094478	ECK2575
ygbI	0.010424832944556	0.623515658900571	ECK2730
citG	0.010684440603106	0.573518750070074	ECK0606
dedD	0.009206591641611	0.643773842449794	ECK2308
eutK	0.009581594304952	0.661004426166838	ECK2433
yaaW	0.009419249358239	0.645024624346267	ECK0011
ybaO	0.009317407324727	0.609649879298307	ECK0441
asmA	0.010639407426131	0.673751798258639	ECK2058
yeiQ	0.009457103626368	0.639325760008706	ECK2166
alaC	0.009987828958729	0.624021803459126	ECK2375
yfiF	0.009630477686688	0.630548747917407	ECK2579
ygcN	0.010682527246554	0.676478443406098	ECK2761
ygeR	0.010260993106842	0.625292427050843	ECK2861
flc	0.009821606753092	0.586999698566455	ECK0617
dedA	0.009758350775869	0.64494291965461	ECK2311
eutN	0.009204526373921	0.632581925376782	ECK2451
thiQ	0.009535739784401	0.640546441498922	ECK0067
yahB	0.009749470008598	0.641165099263621	ECK0314
ybaY	0.009745532600266	0.621681665500061	ECK0447
yegV	0.008910752921113	0.637424686763857	ECK2093
yejB	0.009539797142621	0.574812499460224	ECK2172
eutR	0.009998781316387	0.630541288420197	ECK2432
yfiB	0.011121863942203	0.554913139895813	ECK2602
ygcO	0.008155914358759	0.418037164752557	ECK2762
rof	0.010572776593289	0.664700448966521	ECK0188
ybgA	0.010008566466534	0.620093478132402	ECK0696
flk	0.01062479910212	0.63940108533919	ECK2315
eutM	0.00982831818028	0.667188946594834	ECK2452
yadI	0.009522246118935	0.647863567972555	ECK0128
yahC	0.009379372608686	0.628854599828121	ECK0315
glsA	0.009604443697717	0.623984539996524	ECK0479
rcnA	0.010189226770775	0.673518155113141	ECK2099
yejE	0.009728088328204	0.65306692302005	ECK2173
eutJ	0.010011396188809	0.660682053429736	ECK2449
yfjR	0.009660655454794	0.639915491527437	ECK2630
ivy	0.01003324504117	0.651529086403557	ECK0221
paaY	0.010014001265899	0.656412412143139	ECK1397
ypdE	0.010343401064962	0.656071848354158	ECK2380
iscR	0.009537384452429	0.720104514017334	ECK2528
yadC	0.009756051375741	0.662195717809812	ECK0134
yahK	0.009787545215321	0.631460009517394	ECK0323
yehW	0.009995772097083	0.641663062184704	ECK2121
yejF	0.009941868971215	0.66549173110705	ECK2174
prpD	0.010135254918454	0.643149528204509	ECK0331
yebT	0.009549359671247	0.634681731713512	ECK1833
fryC	0.010005828575047	0.634598013187439	ECK2382
ygaU	0.010134913378905	0.670221736199794	ECK2659
yadN	0.009902021597197	0.654199469152879	ECK0140
tauD	0.009119597753925	0.650450938360313	ECK0365
ybcM	0.009028599149903	0.567762917672854	ECK0537
ybdH	0.01036966209225	0.608769535977559	ECK0593
ycaN	0.008563228068561	0.636671612524422	ECK0891
yciT	0.009715178356798	0.636562987483541	ECK1279
lsrD	0.010109511840478	0.625092185962481	ECK1508
ynfM	0.010205793892014	0.656242096548794	ECK1591
ydjF	0.010445097268052	0.577443555089948	ECK1768
ldtA	0.009368392372129	0.594983976308187	ECK1985
ybjP	0.009553222142401	0.628798976177574	ECK0856
wcaK	0.009768541712105	0.594245659512707	ECK2039
hscC	0.009902060705338	0.634182375950526	ECK0643
ycaK	0.009760650104717	0.647439000897472	ECK0892
pfo	0.009974524514488	0.678367603792063	ECK1374
lsrB	0.010065152146848	0.668108512048197	ECK1509
mdtJ	0.009794535155426	0.650191445594224	ECK1595
ydiR	0.00986680469493	0.644365115343852	ECK1696
ydjG	0.009727312297308	0.624516917132858	ECK1769
yeeR	0.009605250309593	0.63468322063192	ECK1994
elfC	0.009583671874611	0.634729414071792	ECK0931
yiiQ	0.010157037445915	0.696001884161504	ECK3912
rep	0.009113876966946	0.678912325113292	ECK3770
ybfF	0.009989269873846	0.601057349525715	ECK0674
ydbC	0.009864007145676	0.656923713028553	ECK1399
glsB	0.009612203801327	0.655336862732001	ECK1517
folM	0.009901633563767	0.617617390348027	ECK1601
ydiS	0.010190016142167	0.657184047370448	ECK1697
ydjJ	0.01046622428395	0.658077582196198	ECK1772
djlA	0.009621561085235	0.649550182684789	ECK0056
gfcE	0.009587941100346	0.6667042685631	ECK0974
yfcO	0.009371661855381	0.647516387212319	ECK2326
blc	0.009691478997433	0.624530982621982	ECK4145
ruvB	0.009445318250633	0.635076935045265	ECK1861
ycbZ	0.009565688280306	0.553014853432179	ECK0946
yncD	0.009944576933649	0.64606135880485	ECK1445
yneJ	0.00975018520826	0.653579380803466	ECK1519
ydiT	0.010507037463164	0.679960981945798	ECK1698
yeaE	0.01086098370743	0.58209645787895	ECK1779
skp	0.010576373736329	0.636754027592972	ECK0177
csgG	0.01012568605365	0.6188667292922	ECK1023
bepA	0.009278692563141	0.620644808838336	ECK2490
thiK	0.010286347630521	0.642964624530768	ECK1092
uvrD	0.010650698914672	0.680493667582549	ECK3808
zitB	0.009829823799395	0.581588328940754	ECK0741
rspR	0.001185812664344	-0.112076405817762	ECK1533
ydhF	0.009678444881316	0.641387107332284	ECK1643
spy	0.001185812664344	-0.111358449307854	ECK1741
yeaM	0.001185812664344	-0.113077708525308	ECK1788
csgF	0.009154170142446	0.633148761176986	ECK1024
yfjT	0.009429747071905	0.644153349933532	ECK2633
dksA	0.007764544194768	0.572127942276161	ECK0144
rnb	0.008103163331755	0.601759607406999	ECK1281
nfsA	0.009567779633909	0.576564753221483	ECK0842
gfcD	0.009893472178181	0.647131639057859	ECK0975
ydeS	0.010005847686408	0.684971350534797	ECK1497
ydfI	0.0107164633571	0.584072195406243	ECK1535
ydjX	0.01039149496563	0.634091238419088	ECK1748
yebF	0.010260914003093	0.63672200154626	ECK1848
sfmD	0.009553035622856	0.634937204319917	ECK0525
hslJ	0.009024624788979	0.633470220529203	ECK1376
pepP	0.01028732884976	0.660652424806832	ECK2903
hscB	0.007690576000936	0.539115927511382	ECK2524
ybiC	0.010658752176984	0.65183546449482	ECK0790
macA	0.010332161409262	0.617570686551131	ECK0869
lsrR	0.008948961140141	0.651199242942513	ECK1505
rrrQ	0.009437773332075	0.642708454518741	ECK1548
ydhP	0.009154697248273	0.602301176233286	ECK1653
ydjZ	0.009802999234729	0.65193459997142	ECK1750
